"set","rank","es","hit","metric"
"Oxidative phosphorylation",5,-0.0108225108225108,0,2.43013155158731
"Oxidative phosphorylation",6,-0.012987012987013,0,2.40905771864146
"Oxidative phosphorylation",7,-0.0151515151515152,0,2.39795056919246
"Oxidative phosphorylation",8,-0.0173160173160173,0,2.39248704798649
"Oxidative phosphorylation",9,-0.0194805194805195,0,2.3608797638854
"Oxidative phosphorylation",10,-0.0216450216450216,0,2.34748074582162
"Oxidative phosphorylation",11,-0.0238095238095238,0,2.34423684893351
"Oxidative phosphorylation",12,-0.025974025974026,0,2.33482670059735
"Oxidative phosphorylation",13,-0.0281385281385281,0,2.32652863157283
"Oxidative phosphorylation",14,-0.0303030303030303,0,2.32485143990085
"Oxidative phosphorylation",15,-0.0324675324675325,0,2.28530530252663
"Oxidative phosphorylation",16,-0.0346320346320346,0,2.27942742250395
"Oxidative phosphorylation",17,-0.0367965367965368,0,2.26240907867211
"Oxidative phosphorylation",18,-0.038961038961039,0,2.26107652325282
"Oxidative phosphorylation",19,-0.0411255411255411,0,2.24667691019093
"Oxidative phosphorylation",20,-0.0432900432900433,0,2.24633339832409
"Oxidative phosphorylation",21,-0.0454545454545455,0,2.23139762882635
"Oxidative phosphorylation",22,-0.0476190476190476,0,2.18971437939238
"Oxidative phosphorylation",23,-0.0497835497835498,0,2.18896609627377
"Oxidative phosphorylation",24,-0.051948051948052,0,2.1880777617207
"Oxidative phosphorylation",25,-0.0541125541125541,0,2.16536061980211
"Oxidative phosphorylation",26,-0.0562770562770563,0,2.15978836785008
"Oxidative phosphorylation",27,-0.0584415584415585,0,2.14943844765067
"Oxidative phosphorylation",28,-0.0606060606060606,0,2.14735778906677
"Oxidative phosphorylation",29,-0.0627705627705628,0,2.1470014052291
"Oxidative phosphorylation",30,-0.064935064935065,0,2.13015993457395
"Oxidative phosphorylation",31,-0.0670995670995671,0,2.12497486627366
"Oxidative phosphorylation",32,-0.0692640692640693,0,2.1196147865623
"Oxidative phosphorylation",33,-0.0714285714285715,0,2.11477991085264
"Oxidative phosphorylation",34,-0.0735930735930736,0,2.11331159051858
"Oxidative phosphorylation",35,-0.0757575757575758,0,2.11072662988014
"Oxidative phosphorylation",36,-0.0779220779220779,0,2.10785764587914
"Oxidative phosphorylation",37,-0.0800865800865801,0,2.10373026863368
"Oxidative phosphorylation",38,-0.0822510822510823,0,2.0920381828799
"Oxidative phosphorylation",39,-0.0844155844155844,0,2.06391822498379
"Oxidative phosphorylation",40,-0.0865800865800866,0,2.0598557381544
"Oxidative phosphorylation",41,-0.0887445887445887,0,2.03202195457685
"Oxidative phosphorylation",42,-0.0909090909090909,0,2.02366919444397
"Oxidative phosphorylation",43,-0.0930735930735931,0,2.02163438228569
"Oxidative phosphorylation",44,-0.0952380952380952,0,2.01754650462517
"Oxidative phosphorylation",45,-0.0974025974025974,0,2.00871770050319
"Oxidative phosphorylation",46,-0.0995670995670995,0,2.00850174682704
"Oxidative phosphorylation",47,-0.101731601731602,0,2.0048700252743
"Oxidative phosphorylation",48,-0.103896103896104,0,2.00390893135666
"Oxidative phosphorylation",49,-0.106060606060606,0,1.99303114239294
"Oxidative phosphorylation",50,-0.108225108225108,0,1.99222105731608
"Oxidative phosphorylation",51,-0.11038961038961,0,1.9788797702685
"Oxidative phosphorylation",52,-0.112554112554113,0,1.95127321017992
"Oxidative phosphorylation",53,-0.114718614718615,0,1.93467584919359
"Oxidative phosphorylation",54,-0.116883116883117,0,1.933706293654
"Oxidative phosphorylation",55,-0.119047619047619,0,1.91802364489345
"Oxidative phosphorylation",56,-0.121212121212121,0,1.9056191980221
"Oxidative phosphorylation",57,-0.123376623376623,0,1.90376836045873
"Oxidative phosphorylation",58,-0.125541125541125,0,1.89902675129802
"Oxidative phosphorylation",59,-0.127705627705628,0,1.87576075862595
"Oxidative phosphorylation",60,-0.12987012987013,0,1.85382015380434
"Oxidative phosphorylation",61,-0.132034632034632,0,1.8508520965759
"Oxidative phosphorylation",62,-0.134199134199134,0,1.83469587738463
"Oxidative phosphorylation",63,-0.136363636363636,0,1.82918589483645
"Oxidative phosphorylation",64,-0.138528138528139,0,1.81341117030844
"Oxidative phosphorylation",65,-0.140692640692641,0,1.80694760450641
"Oxidative phosphorylation",66,-0.142857142857143,0,1.80198772693083
"Oxidative phosphorylation",67,-0.145021645021645,0,1.7994339057126
"Oxidative phosphorylation",68,-0.147186147186147,0,1.76848885623346
"Oxidative phosphorylation",69,-0.149350649350649,0,1.76785600886373
"Oxidative phosphorylation",70,-0.151515151515152,0,1.75974279749725
"Oxidative phosphorylation",71,-0.153679653679654,0,1.7559150634914
"Oxidative phosphorylation",72,-0.155844155844156,0,1.73475879132441
"Oxidative phosphorylation",73,-0.158008658008658,0,1.72930018746509
"Oxidative phosphorylation",74,-0.16017316017316,0,1.72843761483683
"Oxidative phosphorylation",75,-0.162337662337662,0,1.72462767873619
"Oxidative phosphorylation",76,-0.164502164502165,0,1.71284937533563
"Oxidative phosphorylation",77,-0.166666666666667,0,1.70183209499603
"Oxidative phosphorylation",78,-0.168831168831169,0,1.69701372617516
"Oxidative phosphorylation",79,-0.170995670995671,0,1.6765478681673
"Oxidative phosphorylation",80,-0.133913975770336,1,1.67121592396764
"Oxidative phosphorylation",81,-0.136078477934838,0,1.66054161003842
"Oxidative phosphorylation",82,-0.13824298009934,0,1.65713089656426
"Oxidative phosphorylation",83,-0.140407482263843,0,1.64286465522585
"Oxidative phosphorylation",84,-0.142571984428345,0,1.63856460463576
"Oxidative phosphorylation",85,-0.144736486592847,0,1.6373043612187
"Oxidative phosphorylation",86,-0.146900988757349,0,1.60332841753961
"Oxidative phosphorylation",87,-0.149065490921851,0,1.59966823849057
"Oxidative phosphorylation",88,-0.151229993086353,0,1.59286467760109
"Oxidative phosphorylation",89,-0.153394495250856,0,1.57538849023322
"Oxidative phosphorylation",90,-0.155558997415358,0,1.57447760456397
"Oxidative phosphorylation",91,-0.15772349957986,0,1.5686311761631
"Oxidative phosphorylation",92,-0.159888001744362,0,1.55605904506533
"Oxidative phosphorylation",93,-0.162052503908864,0,1.51983273205309
"Oxidative phosphorylation",94,-0.164217006073367,0,1.49397687059111
"Oxidative phosphorylation",95,-0.166381508237869,0,1.48079303004747
"Oxidative phosphorylation",96,-0.168546010402371,0,1.47350876893667
"Oxidative phosphorylation",97,-0.170710512566873,0,1.46294631039584
"Oxidative phosphorylation",98,-0.172875014731375,0,1.46038511780705
"Oxidative phosphorylation",99,-0.140490090308339,1,1.45953956698532
"Oxidative phosphorylation",100,-0.142654592472841,0,1.458813485865
"Oxidative phosphorylation",101,-0.144819094637343,0,1.45723341159838
"Oxidative phosphorylation",102,-0.146983596801845,0,1.44498878287128
"Oxidative phosphorylation",103,-0.149148098966348,0,1.43407421396235
"Oxidative phosphorylation",104,-0.15131260113085,0,1.42336341554179
"Oxidative phosphorylation",105,-0.153477103295352,0,1.38528667652694
"Oxidative phosphorylation",106,-0.155641605459854,0,1.37478659787656
"Oxidative phosphorylation",107,-0.157806107624356,0,1.36839452743188
"Oxidative phosphorylation",108,-0.159970609788858,0,1.36208232827014
"Oxidative phosphorylation",109,-0.162135111953361,0,1.36161714929754
"Oxidative phosphorylation",110,-0.164299614117863,0,1.3551619486213
"Oxidative phosphorylation",111,-0.166464116282365,0,1.35433348729149
"Oxidative phosphorylation",112,-0.168628618446867,0,1.33171590995152
"Oxidative phosphorylation",113,-0.170793120611369,0,1.32635321133772
"Oxidative phosphorylation",114,-0.172957622775871,0,1.30556685842755
"Oxidative phosphorylation",115,-0.175122124940374,0,1.30376610406818
"Oxidative phosphorylation",116,-0.177286627104876,0,1.29189505171332
"Oxidative phosphorylation",117,-0.179451129269378,0,1.28893132037051
"Oxidative phosphorylation",118,-0.18161563143388,0,1.28799898641507
"Oxidative phosphorylation",119,-0.183780133598382,0,1.28770261482619
"Oxidative phosphorylation",120,-0.185944635762884,0,1.27572495623111
"Oxidative phosphorylation",121,-0.188109137927387,0,1.2641637065577
"Oxidative phosphorylation",122,-0.190273640091889,0,1.25526088876974
"Oxidative phosphorylation",123,-0.192438142256391,0,1.24616581301134
"Oxidative phosphorylation",124,-0.194602644420893,0,1.24132973639268
"Oxidative phosphorylation",125,-0.196767146585395,0,1.2252926004354
"Oxidative phosphorylation",126,-0.198931648749898,0,1.22336207453784
"Oxidative phosphorylation",127,-0.2010961509144,0,1.21668240165301
"Oxidative phosphorylation",128,-0.203260653078902,0,1.20963734590996
"Oxidative phosphorylation",129,-0.205425155243404,0,1.19712516446209
"Oxidative phosphorylation",130,-0.207589657407906,0,1.19435973483815
"Oxidative phosphorylation",131,-0.209754159572408,0,1.18383192238025
"Oxidative phosphorylation",132,-0.211918661736911,0,1.18131913346571
"Oxidative phosphorylation",133,-0.214083163901413,0,1.17115721621283
"Oxidative phosphorylation",134,-0.216247666065915,0,1.16053840225004
"Oxidative phosphorylation",135,-0.218412168230417,0,1.15459414379303
"Oxidative phosphorylation",136,-0.220576670394919,0,1.1382394852738
"Oxidative phosphorylation",137,-0.222741172559421,0,1.13439882959851
"Oxidative phosphorylation",138,-0.224905674723924,0,1.12124417596697
"Oxidative phosphorylation",139,-0.227070176888426,0,1.11606791114223
"Oxidative phosphorylation",140,-0.229234679052928,0,1.11276502140348
"Oxidative phosphorylation",141,-0.23139918121743,0,1.11137858103731
"Oxidative phosphorylation",142,-0.233563683381932,0,1.11045856067943
"Oxidative phosphorylation",143,-0.235728185546434,0,1.10648666244822
"Oxidative phosphorylation",144,-0.237892687710937,0,1.09896023658965
"Oxidative phosphorylation",145,-0.240057189875439,0,1.09206720979073
"Oxidative phosphorylation",146,-0.242221692039941,0,1.08619782572165
"Oxidative phosphorylation",147,-0.244386194204443,0,1.0843878523743
"Oxidative phosphorylation",148,-0.246550696368945,0,1.05962293963926
"Oxidative phosphorylation",149,-0.248715198533448,0,1.05642602776322
"Oxidative phosphorylation",150,-0.25087970069795,0,1.05405202580692
"Oxidative phosphorylation",151,-0.253044202862452,0,1.04730741051292
"Oxidative phosphorylation",152,-0.255208705026954,0,1.01656776987922
"Oxidative phosphorylation",153,-0.257373207191456,0,1.01169043885967
"Oxidative phosphorylation",154,-0.259537709355958,0,1.01093085987489
"Oxidative phosphorylation",155,-0.26170221152046,0,1.0104543463691
"Oxidative phosphorylation",156,-0.263866713684963,0,0.99553050840521
"Oxidative phosphorylation",157,-0.266031215849465,0,0.983621312442344
"Oxidative phosphorylation",158,-0.268195718013967,0,0.983012255327862
"Oxidative phosphorylation",159,-0.246914323023641,1,0.959120287677113
"Oxidative phosphorylation",160,-0.249078825188143,0,0.954434299445955
"Oxidative phosphorylation",161,-0.251243327352645,0,0.950973789358278
"Oxidative phosphorylation",162,-0.253407829517147,0,0.950706524054749
"Oxidative phosphorylation",163,-0.255572331681649,0,0.947437312770746
"Oxidative phosphorylation",164,-0.257736833846151,0,0.946794455366771
"Oxidative phosphorylation",165,-0.259901336010654,0,0.920486337796824
"Oxidative phosphorylation",166,-0.262065838175156,0,0.916117532372496
"Oxidative phosphorylation",167,-0.264230340339658,0,0.900961210256636
"Oxidative phosphorylation",168,-0.26639484250416,0,0.899643473853642
"Oxidative phosphorylation",169,-0.268559344668662,0,0.875037808400811
"Oxidative phosphorylation",170,-0.270723846833164,0,0.874311287628398
"Oxidative phosphorylation",171,-0.272888348997666,0,0.84541770506758
"Oxidative phosphorylation",172,-0.275052851162169,0,0.845408150965355
"Oxidative phosphorylation",173,-0.277217353326671,0,0.836704336214946
"Oxidative phosphorylation",174,-0.279381855491173,0,0.835445215922745
"Oxidative phosphorylation",175,-0.281546357655675,0,0.828470612434562
"Oxidative phosphorylation",176,-0.283710859820177,0,0.78325758491542
"Oxidative phosphorylation",177,-0.285875361984679,0,0.759392294076743
"Oxidative phosphorylation",178,-0.288039864149181,0,0.748732388988156
"Oxidative phosphorylation",179,-0.290204366313684,0,0.737727447449788
"Oxidative phosphorylation",180,-0.292368868478186,0,0.737489399831483
"Oxidative phosphorylation",181,-0.294533370642688,0,0.736476182045936
"Oxidative phosphorylation",182,-0.29669787280719,0,0.731335348610902
"Oxidative phosphorylation",183,-0.298862374971692,0,0.721219262197578
"Oxidative phosphorylation",184,-0.301026877136194,0,0.70418145573631
"Oxidative phosphorylation",185,-0.303191379300697,0,0.681340136226567
"Oxidative phosphorylation",186,-0.305355881465199,0,0.679658246689702
"Oxidative phosphorylation",187,-0.290338737158606,1,0.676799982988664
"Oxidative phosphorylation",188,-0.292503239323108,0,0.664546899444535
"Oxidative phosphorylation",189,-0.29466774148761,0,0.663861896942291
"Oxidative phosphorylation",190,-0.296832243652112,0,0.648742961111809
"Oxidative phosphorylation",191,-0.298996745816615,0,0.647602864969348
"Oxidative phosphorylation",192,-0.301161247981117,0,0.647381470860189
"Oxidative phosphorylation",193,-0.303325750145619,0,0.643929233861689
"Oxidative phosphorylation",194,-0.305490252310121,0,0.631288046684223
"Oxidative phosphorylation",195,-0.292483830267147,1,0.586179771447202
"Oxidative phosphorylation",196,-0.294648332431649,0,0.550149406700586
"Oxidative phosphorylation",197,-0.296812834596151,0,0.539484954534644
"Oxidative phosphorylation",198,-0.298977336760654,0,0.536935851216148
"Oxidative phosphorylation",199,-0.301141838925156,0,0.522776928626235
"Oxidative phosphorylation",200,-0.303306341089658,0,0.521298447995155
"Oxidative phosphorylation",201,-0.30547084325416,0,0.511805680325801
"Oxidative phosphorylation",202,-0.307635345418662,0,0.504202899157559
"Oxidative phosphorylation",203,-0.309799847583164,0,0.499064121580574
"Oxidative phosphorylation",204,-0.311964349747667,0,0.497453970165913
"Oxidative phosphorylation",205,-0.301072251233451,1,0.490890407565415
"Oxidative phosphorylation",206,-0.303236753397953,0,0.482650456459906
"Oxidative phosphorylation",207,-0.292790358111408,1,0.470803237145615
"Oxidative phosphorylation",208,-0.29495486027591,0,0.463372538649176
"Oxidative phosphorylation",209,-0.297119362440412,0,0.460629965346158
"Oxidative phosphorylation",210,-0.299283864604914,0,0.45793287095106
"Oxidative phosphorylation",211,-0.301448366769416,0,0.457617143044112
"Oxidative phosphorylation",212,-0.303612868933919,0,0.437121675665178
"Oxidative phosphorylation",213,-0.305777371098421,0,0.430132557321803
"Oxidative phosphorylation",214,-0.307941873262923,0,0.430089188453776
"Oxidative phosphorylation",215,-0.310106375427425,0,0.424099409706475
"Oxidative phosphorylation",216,-0.312270877591927,0,0.409920083909518
"Oxidative phosphorylation",217,-0.303301283942297,1,0.40424602078437
"Oxidative phosphorylation",218,-0.3054657861068,0,0.401741973732734
"Oxidative phosphorylation",219,-0.307630288271302,0,0.386348273503573
"Oxidative phosphorylation",220,-0.309794790435804,0,0.383986986850487
"Oxidative phosphorylation",221,-0.301598721936881,1,0.369384412068913
"Oxidative phosphorylation",222,-0.303763224101383,0,0.368902724510051
"Oxidative phosphorylation",223,-0.305927726265886,0,0.366993476695706
"Oxidative phosphorylation",224,-0.308092228430388,0,0.352666342801195
"Oxidative phosphorylation",225,-0.31025673059489,0,0.339186286813059
"Oxidative phosphorylation",226,-0.302835420076235,1,0.334467241589633
"Oxidative phosphorylation",227,-0.304999922240737,0,0.322005404226152
"Oxidative phosphorylation",228,-0.307164424405239,0,0.305860755568477
"Oxidative phosphorylation",229,-0.309328926569741,0,0.304452805248472
"Oxidative phosphorylation",230,-0.311493428734243,0,0.299364894171991
"Oxidative phosphorylation",231,-0.313657930898745,0,0.297710974891355
"Oxidative phosphorylation",232,-0.308051928185868,1,0.252654064131512
"Oxidative phosphorylation",233,-0.31021643035037,0,0.244794647305695
"Oxidative phosphorylation",234,-0.312380932514872,0,0.243900541633663
"Oxidative phosphorylation",235,-0.314545434679374,0,0.228397736931472
"Oxidative phosphorylation",236,-0.316709936843876,0,0.213793511665937
"Oxidative phosphorylation",237,-0.318874439008378,0,0.202977640632223
"Oxidative phosphorylation",238,-0.32103894117288,0,0.202478283036309
"Oxidative phosphorylation",239,-0.323203443337383,0,0.188999885181094
"Oxidative phosphorylation",240,-0.325367945501885,0,0.188349240454021
"Oxidative phosphorylation",241,-0.327532447666387,0,0.180927307780854
"Oxidative phosphorylation",242,-0.329696949830889,0,0.175400764407927
"Oxidative phosphorylation",243,-0.331861451995391,0,0.175209857384368
"Oxidative phosphorylation",244,-0.334025954159893,0,0.16524826610157
"Oxidative phosphorylation",245,-0.336190456324395,0,0.164773216398127
"Oxidative phosphorylation",246,-0.338354958488898,0,0.160292173718635
"Oxidative phosphorylation",247,-0.3405194606534,0,0.155328016232738
"Oxidative phosphorylation",248,-0.342683962817902,0,0.148235794597963
"Oxidative phosphorylation",249,-0.344848464982404,0,0.134585501247469
"Oxidative phosphorylation",250,-0.347012967146906,0,0.109422424823116
"Oxidative phosphorylation",251,-0.349177469311408,0,0.103967302452197
"Oxidative phosphorylation",252,-0.35134197147591,0,0.0996941592709324
"Oxidative phosphorylation",253,-0.353506473640413,0,0.0858401876820241
"Oxidative phosphorylation",254,-0.355670975804915,0,0.0857832077224288
"Oxidative phosphorylation",255,-0.357835477969417,0,0.0838303058751574
"Oxidative phosphorylation",256,-0.359999980133919,0,0.060361412891823
"Oxidative phosphorylation",257,-0.362164482298421,0,0.059872281569506
"Oxidative phosphorylation",258,-0.364328984462923,0,0.0539307082703683
"Oxidative phosphorylation",259,-0.363355634871397,1,0.0438673940622573
"Oxidative phosphorylation",260,-0.365520137035899,0,0.0382751477360949
"Oxidative phosphorylation",261,-0.367684639200401,0,0.0242156943638104
"Oxidative phosphorylation",262,-0.369849141364903,0,-0.0047506641800863
"Oxidative phosphorylation",263,-0.369663554052659,1,-0.00836413949321295
"Oxidative phosphorylation",264,-0.371828056217161,0,-0.0199493347511541
"Oxidative phosphorylation",265,-0.373992558381663,0,-0.0230186321692082
"Oxidative phosphorylation",266,-0.376157060546165,0,-0.0261440786853823
"Oxidative phosphorylation",267,-0.378321562710667,0,-0.0285464008384364
"Oxidative phosphorylation",268,-0.38048606487517,0,-0.0343100179822681
"Oxidative phosphorylation",269,-0.382650567039672,0,-0.0360502005165841
"Oxidative phosphorylation",270,-0.381565600782039,1,-0.0488977884021888
"Oxidative phosphorylation",271,-0.383730102946541,0,-0.0623427488573293
"Oxidative phosphorylation",272,-0.385894605111044,0,-0.0745369152677956
"Oxidative phosphorylation",273,-0.384035917122959,1,-0.0837682566694349
"Oxidative phosphorylation",274,-0.386200419287462,0,-0.0998573328953242
"Oxidative phosphorylation",275,-0.388364921451964,0,-0.112682732690936
"Oxidative phosphorylation",276,-0.390529423616466,0,-0.137464051674354
"Oxidative phosphorylation",277,-0.392693925780968,0,-0.150522707946355
"Oxidative phosphorylation",278,-0.39485842794547,0,-0.153912510456516
"Oxidative phosphorylation",279,-0.397022930109972,0,-0.159073172674203
"Oxidative phosphorylation",280,-0.399187432274474,0,-0.161815547467261
"Oxidative phosphorylation",281,-0.401351934438977,0,-0.16362210633426
"Oxidative phosphorylation",282,-0.403516436603479,0,-0.177196299680148
"Oxidative phosphorylation",283,-0.405680938767981,0,-0.194497235502681
"Oxidative phosphorylation",284,-0.407845440932483,0,-0.198040351706183
"Oxidative phosphorylation",285,-0.410009943096985,0,-0.226482229297765
"Oxidative phosphorylation",286,-0.412174445261487,0,-0.22988298972916
"Oxidative phosphorylation",287,-0.41433894742599,0,-0.237859881492997
"Oxidative phosphorylation",288,-0.416503449590492,0,-0.240135214265234
"Oxidative phosphorylation",289,-0.418667951754994,0,-0.242972325706801
"Oxidative phosphorylation",290,-0.420832453919496,0,-0.24774477339097
"Oxidative phosphorylation",291,-0.422996956083998,0,-0.26047785354135
"Oxidative phosphorylation",292,-0.4251614582485,0,-0.260935588269616
"Oxidative phosphorylation",293,-0.427325960413002,0,-0.266648173969506
"Oxidative phosphorylation",294,-0.429490462577505,0,-0.280244808821827
"Oxidative phosphorylation",295,-0.431654964742007,0,-0.28804257633161
"Oxidative phosphorylation",296,-0.433819466906509,0,-0.295667125940852
"Oxidative phosphorylation",297,-0.435983969071011,0,-0.296566587039256
"Oxidative phosphorylation",298,-0.438148471235513,0,-0.300625601177386
"Oxidative phosphorylation",299,-0.440312973400015,0,-0.316429911596641
"Oxidative phosphorylation",300,-0.442477475564517,0,-0.316908407625721
"Oxidative phosphorylation",301,-0.44464197772902,0,-0.333249269179355
"Oxidative phosphorylation",302,-0.446806479893522,0,-0.336863498838857
"Oxidative phosphorylation",303,-0.448970982058024,0,-0.342710247734003
"Oxidative phosphorylation",304,-0.451135484222526,0,-0.358496285554487
"Oxidative phosphorylation",305,-0.453299986387028,0,-0.359320562501525
"Oxidative phosphorylation",306,-0.45546448855153,0,-0.382311113850665
"Oxidative phosphorylation",307,-0.457628990716032,0,-0.39237781340599
"Oxidative phosphorylation",308,-0.459793492880535,0,-0.415731683162412
"Oxidative phosphorylation",309,-0.461957995045037,0,-0.418178953365887
"Oxidative phosphorylation",310,-0.464122497209539,0,-0.442416207096637
"Oxidative phosphorylation",311,-0.466286999374041,0,-0.447793577007274
"Oxidative phosphorylation",312,-0.468451501538543,0,-0.46060608585447
"Oxidative phosphorylation",313,-0.470616003703045,0,-0.460865119896649
"Oxidative phosphorylation",314,-0.472780505867547,0,-0.466377844612634
"Oxidative phosphorylation",315,-0.47494500803205,0,-0.49402100888432
"Oxidative phosphorylation",316,-0.477109510196552,0,-0.495005467953641
"Oxidative phosphorylation",317,-0.479274012361054,0,-0.532021707496604
"Oxidative phosphorylation",318,-0.481438514525556,0,-0.542510064583511
"Oxidative phosphorylation",319,-0.483603016690058,0,-0.544707718800798
"Oxidative phosphorylation",320,-0.48576751885456,0,-0.545091528662191
"Oxidative phosphorylation",321,-0.487932021019062,0,-0.547101447165442
"Oxidative phosphorylation",322,-0.490096523183565,0,-0.570408154111314
"Oxidative phosphorylation",323,-0.492261025348067,0,-0.575808518836208
"Oxidative phosphorylation",324,-0.494425527512569,0,-0.601961841075508
"Oxidative phosphorylation",325,-0.496590029677071,0,-0.609980055277514
"Oxidative phosphorylation",326,-0.498754531841573,0,-0.610446851979436
"Oxidative phosphorylation",327,-0.500919034006075,0,-0.627536234025895
"Oxidative phosphorylation",328,-0.503083536170578,0,-0.657230457765395
"Oxidative phosphorylation",329,-0.50524803833508,0,-0.662507033066634
"Oxidative phosphorylation",330,-0.507412540499582,0,-0.663478588363144
"Oxidative phosphorylation",331,-0.49268889431683,1,-0.663572466413798
"Oxidative phosphorylation",332,-0.494853396481332,0,-0.67166740536407
"Oxidative phosphorylation",333,-0.497017898645834,0,-0.672837659926653
"Oxidative phosphorylation",334,-0.499182400810336,0,-0.675205479151791
"Oxidative phosphorylation",335,-0.501346902974839,0,-0.68632177398004
"Oxidative phosphorylation",336,-0.503511405139341,0,-0.688314375964162
"Oxidative phosphorylation",337,-0.505675907303843,0,-0.714270874608021
"Oxidative phosphorylation",338,-0.507840409468345,0,-0.714948421398165
"Oxidative phosphorylation",339,-0.510004911632847,0,-0.7275008554898
"Oxidative phosphorylation",340,-0.512169413797349,0,-0.727735230764677
"Oxidative phosphorylation",341,-0.514333915961851,0,-0.728509735976451
"Oxidative phosphorylation",342,-0.516498418126354,0,-0.729874901170676
"Oxidative phosphorylation",343,-0.518662920290856,0,-0.733713877594393
"Oxidative phosphorylation",344,-0.520827422455358,0,-0.73699764474917
"Oxidative phosphorylation",345,-0.52299192461986,0,-0.75201423965756
"Oxidative phosphorylation",346,-0.525156426784362,0,-0.759688945447083
"Oxidative phosphorylation",347,-0.527320928948864,0,-0.796763148618463
"Oxidative phosphorylation",348,-0.529485431113366,0,-0.797269506028586
"Oxidative phosphorylation",349,-0.531649933277869,0,-0.802137326150577
"Oxidative phosphorylation",350,-0.513765115074823,1,-0.806041708626516
"Oxidative phosphorylation",351,-0.495681019533143,1,-0.815022836905215
"Oxidative phosphorylation",352,-0.477135135991822,1,-0.835834923672225
"Oxidative phosphorylation",353,-0.479299638156324,0,-0.837131913589837
"Oxidative phosphorylation",354,-0.481464140320827,0,-0.856868874275781
"Oxidative phosphorylation",355,-0.483628642485329,0,-0.858496755844766
"Oxidative phosphorylation",356,-0.485793144649831,0,-0.859700067995391
"Oxidative phosphorylation",357,-0.487957646814333,0,-0.869694093538012
"Oxidative phosphorylation",358,-0.490122148978835,0,-0.873119161278804
"Oxidative phosphorylation",359,-0.492286651143337,0,-0.893173063161044
"Oxidative phosphorylation",360,-0.472270268491294,1,-0.90210809470946
"Oxidative phosphorylation",361,-0.474434770655796,0,-0.918359672027279
"Oxidative phosphorylation",362,-0.476599272820299,0,-0.921052403853418
"Oxidative phosphorylation",363,-0.478763774984801,0,-0.922306101496894
"Oxidative phosphorylation",364,-0.480928277149303,0,-0.951501449039206
"Oxidative phosphorylation",365,-0.483092779313805,0,-0.961496704157671
"Oxidative phosphorylation",366,-0.485257281478307,0,-0.970070639866715
"Oxidative phosphorylation",367,-0.487421783642809,0,-0.970180565498713
"Oxidative phosphorylation",368,-0.489586285807312,0,-0.973160779124804
"Oxidative phosphorylation",369,-0.491750787971814,0,-0.973939512181478
"Oxidative phosphorylation",370,-0.493915290136316,0,-0.991283208766742
"Oxidative phosphorylation",371,-0.496079792300818,0,-1.02673986190696
"Oxidative phosphorylation",372,-0.49824429446532,0,-1.03556585038055
"Oxidative phosphorylation",373,-0.500408796629822,0,-1.06000485399114
"Oxidative phosphorylation",374,-0.502573298794324,0,-1.06151687442204
"Oxidative phosphorylation",375,-0.504737800958827,0,-1.06553482056821
"Oxidative phosphorylation",376,-0.506902303123329,0,-1.06990826014608
"Oxidative phosphorylation",377,-0.509066805287831,0,-1.06998263159968
"Oxidative phosphorylation",378,-0.511231307452333,0,-1.07871104798954
"Oxidative phosphorylation",379,-0.513395809616835,0,-1.10516923226617
"Oxidative phosphorylation",380,-0.515560311781337,0,-1.10549455486672
"Oxidative phosphorylation",381,-0.517724813945839,0,-1.11251931666777
"Oxidative phosphorylation",382,-0.519889316110342,0,-1.12709508198678
"Oxidative phosphorylation",383,-0.522053818274844,0,-1.12955736062482
"Oxidative phosphorylation",384,-0.524218320439346,0,-1.1444062977111
"Oxidative phosphorylation",385,-0.526382822603848,0,-1.1641363145764
"Oxidative phosphorylation",386,-0.52854732476835,0,-1.17141061200719
"Oxidative phosphorylation",387,-0.530711826932852,0,-1.17890325344366
"Oxidative phosphorylation",388,-0.532876329097354,0,-1.18249425056321
"Oxidative phosphorylation",389,-0.535040831261857,0,-1.19074156793693
"Oxidative phosphorylation",390,-0.508284899173589,1,-1.20584939536312
"Oxidative phosphorylation",391,-0.510449401338091,0,-1.21334030773433
"Oxidative phosphorylation",392,-0.512613903502593,0,-1.21758728291092
"Oxidative phosphorylation",393,-0.514778405667095,0,-1.22721490462927
"Oxidative phosphorylation",394,-0.516942907831598,0,-1.22750274649069
"Oxidative phosphorylation",395,-0.5191074099961,0,-1.23236056843958
"Oxidative phosphorylation",396,-0.491735943728602,1,-1.23359058992893
"Oxidative phosphorylation",397,-0.464311934362887,1,-1.23595862790294
"Oxidative phosphorylation",398,-0.466476436527389,0,-1.24416618000214
"Oxidative phosphorylation",399,-0.468640938691891,0,-1.25765626998716
"Oxidative phosphorylation",400,-0.470805440856393,0,-1.27683007956466
"Oxidative phosphorylation",401,-0.472969943020895,0,-1.30858931466386
"Oxidative phosphorylation",402,-0.475134445185398,0,-1.31403024589856
"Oxidative phosphorylation",403,-0.4772989473499,0,-1.3186977511487
"Oxidative phosphorylation",404,-0.479463449514402,0,-1.32650090935341
"Oxidative phosphorylation",405,-0.481627951678904,0,-1.36807467185416
"Oxidative phosphorylation",406,-0.483792453843406,0,-1.38486336563787
"Oxidative phosphorylation",407,-0.485956956007908,0,-1.387151784364
"Oxidative phosphorylation",408,-0.48812145817241,0,-1.38844991107282
"Oxidative phosphorylation",409,-0.490285960336913,0,-1.40259948273001
