"gene","log2_fold_change","pvalue"
"Gene0587",0.0733218379971454,0.923847082352795
"Gene0588",0.0704409659218513,0.873315048709193
"Gene0589",0.699590722253667,0.352289662688535
"Gene0590",-0.614422977088412,0.454216298278732
"Gene0591",0.281239054114133,0.436173813719776
"Gene0592",-0.0384244835161261,0.965212317734301
"Gene0593",0.537083942374441,0.459169658445513
"Gene0594",0.198383966025855,0.82300276129254
"Gene0595",0.227179517587429,0.52396165865457
"Gene0596",0.100073794983508,0.84019820645662
"Gene0597",1.35002964779265,0.00477824825283166
"Gene0598",0.549928758937922,0.297223100898409
"Gene0599",0.195177432783124,0.742394310864812
"Gene0600",-0.362049683514772,0.58964507103691
"Gene0601",0.430438094625833,0.618959724917055
"Gene0602",-0.452289879338228,0.598530443052217
"Gene0603",-0.414616261969993,0.240826856937367
"Gene0604",-0.400497056049147,0.602656824944491
"Gene0605",0.0323037253462918,0.962069059055751
"Gene0606",0.382950641023595,0.470988676656685
"Gene0607",-0.546850729099589,0.176004059410639
"Gene0608",-0.14199482132507,0.858118063113702
"Gene0609",0.0257202236615083,0.968464519547039
"Gene0610",-2.02066253090807,0.00540712190551614
"Gene0611",0.567826646895071,0.50459868166332
"Gene0612",-0.0692105006664526,0.928359583051919
"Gene0613",0.363551662910527,0.674257628877482
"Gene0614",0.233557839048448,0.549715157239288
"Gene0615",-0.458361500225556,0.526341423718708
"Gene0616",-0.399001846924765,0.530246826348314
"Gene0617",-0.262018564249409,0.486607678677974
"Gene0618",-0.739913644826689,0.284823281780062
"Gene0619",-0.409431459156219,0.630253854157724
"Gene0620",0.281238025101262,0.534214402706732
"Gene0621",-0.142840257112251,0.866107846587165
"Gene0622",0.263697840176554,0.727659889189748
"Gene0623",0.278825878177935,0.675649100126321
"Gene0624",-0.265673853246481,0.752160535858273
"Gene0625",-0.161403994053865,0.861163762769235
"Gene0626",0.66653179533306,0.16146451435417
"Gene0627",-0.122021188824707,0.7444670882935
"Gene0628",0.076590830179218,0.912966955733582
"Gene0629",0.400734096581494,0.336629309837834
"Gene0630",-0.0432409897871939,0.919670215275648
"Gene0631",0.0515875217288694,0.947257072369927
"Gene0632",-0.434338164107215,0.550630041096167
"Gene0633",0.235373898632334,0.79547592807487
"Gene0634",-0.502200408644864,0.426392497352893
"Gene0635",-0.412611175753226,0.43923173525293
"Gene0636",-0.199387955896247,0.813071957513267
"Gene0637",0.614187295913133,0.365381060868714
"Gene0638",-0.621379259955679,0.201122483260667
"Gene0639",-0.0734184197055537,0.859707526163627
"Gene0640",-0.431915428443905,0.603711722566153
"Gene0641",-0.360667923578469,0.675396553795254
"Gene0642",0.00940997223282454,0.986451355361092
"Gene0643",0.16661469221915,0.695553050924201
"Gene0644",0.584422673881909,0.363118378723656
"Gene0645",-0.138371337585499,0.872796738717595
"Gene0646",0.152718741497296,0.834902809953256
"Gene0647",-0.968754773259576,0.075447120153689
"Gene0648",1.65878527627724,0.0638922063892983
"Gene0649",0.57680787384318,0.20565241980579
"Gene0650",0.177473803204809,0.750160351148157
"Gene0651",-0.0323412398454723,0.965366372163848
"Gene0652",-0.0536372629783229,0.947026732304707
"Gene0653",1.74786865963729,0.000670519189534572
"Gene0654",0.166563047125331,0.669082074750274
"Gene0655",0.153949199130238,0.78614169062376
"Gene0656",0.52016827206873,0.244654255318601
"Gene0657",-0.741845370234408,0.0501331361055013
"Gene0658",0.00766930042680448,0.990509938889057
"Gene0659",-0.207746660148655,0.708300576831719
"Gene0660",-0.0972891015066877,0.896112167438575
"Gene0661",-0.101474736166659,0.786693497276894
"Gene0662",-0.255173773032625,0.733333319350666
"Gene0663",0.102739518333419,0.91045931558305
"Gene0664",-1.49792587500758,0.000513769660063569
"Gene0665",-0.547803454963507,0.533611947578522
"Gene0666",0.379708006027956,0.506718670322655
"Gene0667",-0.0916078079910697,0.895186460253902
"Gene0668",-0.0700758766003187,0.920779484450715
"Gene0669",-0.0155210340626065,0.982402527086055
"Gene0670",-0.404021631976136,0.338894328765409
"Gene0671",0.215795155090514,0.791686225175999
"Gene0672",0.114625425135182,0.883717340730875
"Gene0673",-0.478563413817676,0.60267287072733
"Gene0674",0.0969935720645125,0.887419296456238
"Gene0675",1.66171633869176,0.0607454195165473
"Gene0676",0.347343039244238,0.634966738363458
"Gene0677",-0.0841360974854294,0.815855621041331
"Gene0678",0.0964673470052957,0.899241849381278
"Gene0679",-0.782234710090278,0.0650348499957198
"Gene0680",0.630579810897118,0.17875839967623
"Gene0681",-0.376900392866849,0.561136965637671
"Gene0682",-0.0403876918204005,0.959268038350307
"Gene0683",-0.478707513904188,0.243516224938709
"Gene0684",0.167143389800337,0.8260396706066
"Gene0685",0.107125551335939,0.90560483975633
"Gene0686",-2.45297895628226,0.00679908887813205
"Gene0687",-0.337191805296334,0.68879549862527
"Gene0688",0.826682083706908,0.0187936022810017
"Gene0689",-0.00654640270007488,0.990704935142289
"Gene0690",0.104199649244402,0.898498453243933
"Gene0691",-0.299120511379778,0.649325129894975
"Gene0692",0.527661484393216,0.13773243955546
"Gene0693",0.426655576664558,0.61017977388656
"Gene0694",0.040949093099051,0.920638902615504
"Gene0695",0.0325513795196108,0.970289975961483
"Gene0696",0.29863023878073,0.587503348325198
"Gene0697",-0.08808559530261,0.892207860004129
"Gene0698",-0.0518393503906466,0.924680075972168
"Gene0699",-0.653761550021309,0.312925279165508
"Gene0700",0.160943954283934,0.766975460205684
"Gene0701",0.984197026377599,0.0875083351061243
"Gene0702",0.111830717718463,0.793619519177699
"Gene0703",-0.519827891577345,0.225179321139026
"Gene0704",0.294806840603672,0.467634857846104
"Gene0705",0.208888566490047,0.735237246371579
"Gene0706",0.128179973027386,0.851675880929585
"Gene0707",0.0326035933550094,0.948930891219548
"Gene0708",0.208292388538429,0.586173726668305
"Gene0709",-0.163377171538073,0.829123777131908
"Gene0710",-0.560965744438051,0.454950291763214
"Gene0711",0.19928601970528,0.779469104944505
"Gene0712",0.0899903839193186,0.87987498525227
"Gene0713",0.378976419054511,0.389276399388993
"Gene0714",-0.426650354942874,0.582022981708174
"Gene0715",-0.535693987192917,0.449030421433708
"Gene0716",-0.578239121047585,0.374870860564948
"Gene0717",-0.686489992075975,0.331209315592545
"Gene0718",0.370509074621253,0.321836452872462
"Gene0719",0.883783816986157,0.112876532688867
"Gene0720",-0.0485983649887989,0.929177273911898
"Gene0721",-0.496956603560014,0.417376394812908
"Gene0722",0.303994359640339,0.692755127740284
"Gene0723",-0.568746307263206,0.4653979217219
"Gene0724",-1.4327384026302,0.0550176961397022
"Gene0725",0.248667885371609,0.773577560562305
"Gene0726",-0.0194145126735253,0.981904752201573
"Gene0727",0.0601346211981481,0.913081120128439
"Gene0728",-0.223684930745401,0.780600989738224
"Gene0729",-1.96897163704796,0.0304033009966619
"Gene0730",0.0275666004783111,0.951464413185096
"Gene0731",-1.67963073405094,0.00078302831271431
"Gene0732",-0.0912709444274284,0.866409306402286
"Gene0733",0.838782366348468,0.0264337352108804
"Gene0734",-0.130205288499741,0.883313890741695
"Gene0735",0.609680553753933,0.171942069671101
"Gene0736",-0.384599789267908,0.597510693637386
"Gene0737",0.303214955411888,0.437673663114811
"Gene0738",0.187175917635899,0.788630975454767
"Gene0739",-0.487979721377736,0.591206446301301
"Gene0740",0.523622393750417,0.562149081659943
"Gene0741",-0.434849620456058,0.62434843891951
"Gene0742",-0.359340736007897,0.637522334443318
"Gene0743",-2.8073839465706,0.00198585127795754
"Gene0744",-0.375561186130246,0.459304993060709
"Gene0745",-0.1251945491979,0.819332313678075
"Gene0746",-0.202766824547794,0.823645163379892
"Gene0747",-0.0320655785808418,0.945765108878846
"Gene0748",-0.126308306294156,0.893657389125229
"Gene0749",-0.855452071671731,0.0905425319271267
"Gene0750",-1.94365729575022,0.00293995734364904
"Gene0751",2.712165794921,0.00213497890857488
"Gene0752",-0.197136214038004,0.821750552524755
"Gene0753",-0.915363649107649,0.245214273406291
"Gene0754",-0.221352634432192,0.633129855628764
"Gene0755",0.563826521762064,0.161345511298143
"Gene0756",-0.0837675113005242,0.830827814150978
"Gene0757",-0.208347451518644,0.75283064464689
"Gene0758",-0.0568277772080861,0.924821808066593
"Gene0759",-0.946054870399439,0.0161379333888572
"Gene0760",-0.423914134755207,0.277089880158038
"Gene0761",0.398061415840945,0.606615490250906
"Gene0762",0.0982577327002389,0.916346828784948
"Gene0763",-0.159764560046358,0.780730630821373
"Gene0764",0.00599630244420884,0.993897649399841
"Gene0765",0.772167606026543,0.323637882871796
"Gene0766",-0.780894962865862,0.0901335733427097
"Gene0767",0.263323938066207,0.708901230868926
"Gene0768",0.210650408344565,0.822387113466687
"Gene0769",0.218686394469471,0.716505927540298
"Gene0770",0.318231273533455,0.56582869071888
"Gene0771",-0.0515335817408743,0.923407129639017
"Gene0772",0.342260981275233,0.605140924108174
"Gene0773",0.158248511258893,0.796481143376036
"Gene0774",0.332545243608363,0.588345706127691
"Gene0775",-0.424315153824679,0.265005791160173
"Gene0776",0.166623820243323,0.800070006952112
"Gene0777",0.443131668357711,0.638290761170202
"Gene0778",0.0373265148119812,0.960866310918071
"Gene0779",-0.353639619212667,0.690681584385011
"Gene0780",0.41261234845036,0.339039380544647
"Gene0781",-0.643379774494963,0.116289539531345
"Gene0782",-0.424276427755156,0.560187537211954
"Gene0783",-0.270301115232604,0.723625107378569
"Gene0784",-0.122527638854344,0.765556676041402
"Gene0785",3.36330406585876,2.68583405043574e-07
"Gene0786",-0.80172946438628,0.133787585579873
"Gene0787",-0.00166401038230051,0.996543039605916
"Gene0788",-0.544661813147674,0.390519872199259
"Gene0789",0.244952199720775,0.668657880741158
"Gene0790",0.105492564185006,0.780897044925047
"Gene0791",-0.582159789760231,0.243997007707441
"Gene0792",-0.171963930574025,0.790735468748186
"Gene0793",-0.125936870614402,0.87521064595175
"Gene0794",0.584202653040041,0.48821452949183
"Gene0795",0.329472220344677,0.397059670376339
"Gene0796",0.567982091641521,0.442471388954497
"Gene0797",-0.348317504362442,0.665980887765709
"Gene0798",-0.185855253457635,0.70418535660849
"Gene0799",0.357169115943874,0.611778101189769
"Gene0800",0.39034974722228,0.627932807253738
"Gene0801",0.0684588485385452,0.902227823886745
"Gene0802",0.471999605004192,0.393066365029158
"Gene0803",0.0475642017084615,0.940816072643836
"Gene0804",0.544058614304074,0.548752127749358
"Gene0805",-0.0486138506946996,0.89228279427025
"Gene0806",-0.0422380833790012,0.949675228708236
"Gene0807",0.263297374111814,0.483477633672986
"Gene0808",0.115950822104987,0.850165454412163
"Gene0809",-0.560820795794916,0.31479844750698
"Gene0810",-0.270488674144683,0.752296824285436
"Gene0811",-0.430740451590433,0.357565098389518
"Gene0812",0.136792109808658,0.850778942832507
"Gene0813",-0.392483008604133,0.451546059996616
"Gene0814",-0.0232870867634411,0.964224510524978
"Gene0815",0.348468913460648,0.563542013470599
"Gene0816",-0.800800076348096,0.369781895395998
"Gene0817",-0.280600250940625,0.646093888852765
"Gene0818",-0.380228914397623,0.372866355579108
"Gene0819",-0.363111369629536,0.645377287718173
"Gene0820",0.23490867417367,0.612323055234731
"Gene0821",0.245719858466079,0.707674892190145
"Gene0822",-0.1092812984275,0.839090022624767
"Gene0823",-0.0416466416740844,0.957801079071424
"Gene0824",0.0785486912242847,0.911157229806929
"Gene0825",-0.393341050752671,0.615585634262458
"Gene0826",0.378610162033777,0.550454128236543
"Gene0827",0.441539918263122,0.588370705646091
"Gene0828",0.286379125839598,0.695810708081253
"Gene0829",0.181670357788368,0.836968171608744
"Gene0830",-0.215073284722482,0.788627736371782
"Gene0831",0.98973269364375,0.00807713226207243
"Gene0832",0.525108647239027,0.364917596852186
"Gene0833",-0.0133713729317699,0.984756774684283
"Gene0834",-0.291698017910166,0.756065086971159
"Gene0835",0.15463524811133,0.828421707588865
"Gene0836",-0.126685778175089,0.72346172861277
"Gene0837",-0.13763543126573,0.702753908523185
"Gene0838",-3.36050412606255,1e-12
"Gene0839",-0.0957431147484798,0.833381107014467
"Gene0840",0.166740950050864,0.838180241539922
"Gene0841",0.255902711039374,0.609617442341015
"Gene0842",-0.257659880864307,0.707221189740696
"Gene0843",0.186149065574744,0.77555979308974
"Gene0844",0.146945330979604,0.835449427136503
"Gene0845",0.526877254646893,0.358623799828839
"Gene0846",-2.42692713978601,0.00138702071012726
"Gene0847",0.388257046789335,0.67597438396587
"Gene0848",-0.00889936040254015,0.986741807316459
"Gene0849",0.0281603508709332,0.955744464785532
"Gene0850",0.0318541002867587,0.950330125691006
"Gene0851",0.124355246488824,0.739920443782825
"Gene0852",-3.20555477042126,9.86730545509805e-07
"Gene0853",-0.0143702896631016,0.98222513704508
"Gene0854",0.0296496848031142,0.957311926523722
"Gene0855",0.285504977225381,0.701701311715537
"Gene0856",-0.120766919946807,0.871383091529776
"Gene0857",0.0168861460882878,0.973219230031071
"Gene0858",0.131889780602486,0.744225178569108
"Gene0859",0.0800806665381085,0.924183757754833
"Gene0860",-0.4428057651473,0.25824742713781
"Gene0861",-0.567480760055246,0.344849081457408
"Gene0862",-0.257334600940677,0.764465441406646
"Gene0863",-0.588665510506179,0.501376493018574
"Gene0864",0.512495884423868,0.152162211831683
"Gene0865",0.551899209921253,0.535009275127609
"Gene0866",-0.933383714092488,0.0141377541293966
"Gene0867",2.7252368711965,0.00123823182893332
"Gene0868",0.377501829997135,0.606902760753276
"Gene0869",-0.533082219100319,0.401552106517295
"Gene0870",-0.0786374051624407,0.904624947829259
"Gene0871",-0.100380027445224,0.782271548410616
"Gene0872",0.0934563883538792,0.879173741543164
"Gene0873",0.0745795937873483,0.934351375665412
"Gene0874",0.181750317135076,0.825487532615767
"Gene0875",0.701708695808655,0.116757335573315
"Gene0876",0.373902939344894,0.471911873962303
"Gene0877",-0.183347443424258,0.792983890494359
"Gene0878",-0.633695669200495,0.417685646932472
"Gene0879",0.375133689996692,0.48998528613782
"Gene0880",0.309481283748591,0.490951702145063
"Gene0881",-0.0346466997902643,0.97012990134545
"Gene0882",-0.0429186668711896,0.963196763011232
"Gene0883",0.718811240590656,0.0689468566597304
"Gene0884",0.215200501996689,0.807035510056749
"Gene0885",0.619344524499454,0.474503105762993
"Gene0886",0.470596150028958,0.586139151113843
"Gene0887",0.114914612438583,0.886046787895497
"Gene0888",0.363501126478309,0.646417958180237
"Gene0889",0.250907998255772,0.624282307976072
"Gene0890",0.256018235145839,0.773744751277033
"Gene0891",0.315768494293894,0.71378316414714
"Gene0892",0.53757379298575,0.496078510221862
"Gene0893",-0.421905077331345,0.431276212494521
"Gene0894",-4.9965128429151,3.86014691643066e-10
"Gene0895",-0.150487657347728,0.858827795313474
"Gene0896",0.188673611367313,0.59260052668876
"Gene0897",-0.158803364544378,0.831094155226088
"Gene0898",-0.0992836094440071,0.846932567298264
"Gene0899",0.0926164060016787,0.828747513870071
"Gene0900",-0.251888661809591,0.768789737221142
"Gene0901",-0.166089755283145,0.838646045471841
"Gene0902",-0.0435952325368415,0.943659343797069
"Gene0903",-0.371903211504679,0.448267375271826
"Gene0904",0.68772605515079,0.296008769523394
"Gene0905",-0.620176575290625,0.163944844384728
"Gene0906",0.318333069443137,0.678592866378132
"Gene0907",-0.657664882507848,0.166390484757508
"Gene0908",-0.45618187731966,0.470444669103001
"Gene0909",0.411173912633987,0.618272839686028
"Gene0910",0.0503946505969131,0.918894223779795
"Gene0911",0.251859573999673,0.788121270417525
"Gene0912",0.0451720183345421,0.916591157550605
"Gene0913",0.12253708078099,0.897056921290393
"Gene0914",-0.120699381186264,0.735854565283486
"Gene0915",0.116289809174984,0.857971832499308
"Gene0916",-0.626099766603568,0.301566051414409
"Gene0917",-0.52176706277632,0.164177513350868
"Gene0918",-0.39973867881199,0.601405580818506
"Gene0919",0.0732546919116849,0.925131649616651
"Gene0920",0.0567558260475942,0.912605029505436
"Gene0921",0.00286465327042656,0.997591401745941
"Gene0922",-0.153547941692656,0.843258880067647
"Gene0923",0.397332505151879,0.658785530603614
"Gene0924",-0.0442115012949048,0.957003963801392
"Gene0925",-0.184838259248095,0.797712601118159
"Gene0926",0.286335771626584,0.700086919644544
"Gene0927",-0.63609017170361,0.364889334513427
"Gene0928",0.0603280299420976,0.865713706914761
"Gene0929",0.0482797759160161,0.947593706859216
"Gene0930",1.91946454574455,0.00139795708646619
"Gene0931",-0.513315736967517,0.444635860252164
"Gene0932",0.153742641912368,0.829127037930419
"Gene0933",0.235954554473269,0.759781113563542
"Gene0934",0.821608683735461,0.224390323107574
"Gene0935",0.694602083192614,0.260921503026289
"Gene0936",0.0612178656772651,0.938457433893332
"Gene0937",0.618756988930618,0.218300850566386
"Gene0938",-0.108140602173148,0.858391927983278
"Gene0939",0.154961491500163,0.749224033106148
"Gene0940",2.36119723741391,0.00269230869417277
"Gene0941",0.600471157563734,0.265370761365408
"Gene0942",-0.0823988477737578,0.864733183439088
"Gene0943",0.412347242526721,0.40879439693282
"Gene0944",-0.538890170026018,0.499933161367437
"Gene0945",0.0224728694604044,0.96499498809416
"Gene0946",0.546088136093742,0.395846691843316
"Gene0947",0.120526106259203,0.875133842093665
"Gene0948",-0.43430895906828,0.468742849174705
"Gene0949",-0.368470211181864,0.673605665623709
"Gene0950",-0.150650773726123,0.873591666692466
"Gene0951",0.664284611215611,0.17774002019275
"Gene0952",0.690170203362932,0.169315879841479
"Gene0953",-0.0250743227207894,0.959495243584524
"Gene0954",0.781493856255959,0.407380734819412
"Gene0955",-0.0993551830537787,0.788286331112467
"Gene0956",0.412994938224905,0.589479457588664
"Gene0957",0.593070960385712,0.305843431258981
"Gene0958",0.331964324245831,0.633713707631769
"Gene0959",0.209658722864541,0.71362193101451
"Gene0960",-0.537141041835629,0.482961584311842
"Gene0961",-1.02397403522477,0.0434602451471564
"Gene0962",-0.397313965241249,0.316611874317958
"Gene0963",0.0117076000891554,0.982511253338566
"Gene0964",-0.0477785831707918,0.959069355786117
"Gene0965",0.448004160548614,0.635107864527101
"Gene0966",-0.065189440384422,0.944809255569378
"Gene0967",-0.291957456165088,0.703454963853855
"Gene0968",-0.179439215753257,0.772492841880831
"Gene0969",-0.666819311397904,0.158977428813691
"Gene0970",0.527406245866304,0.24421410773529
"Gene0971",-0.587819757785281,0.341353989197737
"Gene0972",0.342196270897685,0.422919379939648
"Gene0973",0.41326522311354,0.628370858726779
"Gene0974",0.457474917876505,0.360890464311731
"Gene0975",2.16752788033337,5.8995334991863e-06
"Gene0976",-0.289248021061567,0.56239609706317
"Gene0977",0.345744181613301,0.377747131302223
"Gene0978",0.0597522049264158,0.934536815045159
"Gene0979",-0.257314024494547,0.711076115398952
"Gene0980",0.063906376044913,0.90795422625579
"Gene0981",-0.460640868476372,0.305134720322049
"Gene0982",0.0352857909711131,0.919712642592725
"Gene0983",-1.1948246318895,0.122833250539619
"Gene0984",-0.0276836317208179,0.949939265228714
"Gene0985",0.230286988720914,0.796922722424594
"Gene0986",-0.182903920102122,0.740166096784949
"Gene0987",-0.306375356624065,0.676936452581156
"Gene0988",-2.93602216924395,0.000498691562733303
"Gene0989",1.08291767570874,0.0264377893709111
"Gene0990",0.799772230485366,0.10773193047227
"Gene0991",-0.151876427828438,0.797711255163942
"Gene0992",0.272192487841015,0.52515096308337
"Gene0993",-0.0999384633290093,0.834615255723964
"Gene0994",0.882377790769721,0.321887649131075
"Gene0995",0.211165426661031,0.765121643571853
"Gene0996",5.50646417948527,9.19445851820082e-11
"Gene0997",0.188442450657605,0.719303848519686
"Gene0998",1.27761499452042,0.00127998117764611
"Gene0999",0.442215616612815,0.636026965369757
"Gene1000",0.199448146431276,0.771288103018636
"Gene1001",-0.361537402702322,0.494256136688023
"Gene1002",1.40713947918399,0.000114103182768889
"Gene1003",0.344242449018303,0.426458681623384
"Gene1004",-0.317894633541998,0.703054321482905
"Gene1005",-0.452213142201933,0.623511622208103
"Gene1006",0.27043997241713,0.456261341626163
"Gene1007",-0.267942228249864,0.646558146395491
"Gene1008",0.270843171176678,0.57226876489479
"Gene1009",0.358470257044082,0.324949613984258
"Gene1010",0.297199977811724,0.715001740276599
"Gene1011",0.0698071946112941,0.868652866488004
"Gene1012",-0.467720708678265,0.275184828341589
"Gene1013",0.126237526349743,0.836307240066895
"Gene1014",0.0486847699744351,0.948424074588158
"Gene1015",-0.141585068807745,0.869235809279895
"Gene1016",-0.0578267005826695,0.943034651790014
"Gene1017",-1.14746152865273,0.0545891473574779
"Gene1018",0.0703738973692601,0.887270894142011
"Gene1019",-0.689930158399527,0.373611015639351
"Gene1020",-0.108860449171935,0.879719077967504
"Gene1021",0.160206036753659,0.786409371303274
"Gene1022",-0.599898650854605,0.451062808859667
"Gene1023",-0.286174698115865,0.753804316090175
"Gene1024",-0.143315639020624,0.783466676139983
"Gene1025",-1.75264250071819,2.73414450276849e-06
"Gene1026",0.720690267988643,0.304753444606496
"Gene1027",1.61850931945285,0.000366468589408042
"Gene1028",-0.393921729263336,0.351721824375133
"Gene1029",0.0175702121288308,0.976719846501467
"Gene1030",-0.0642878561673332,0.929345426359542
"Gene1031",0.0830913972472755,0.918950572230448
"Gene1032",-0.199755505639617,0.661756883744586
"Gene1033",0.237602813659215,0.629536475862576
"Gene1034",-0.512870920411839,0.446432589418818
"Gene1035",-0.398190728864709,0.268129086899746
"Gene1036",-0.346379628429734,0.540142639220751
"Gene1037",0.277500318133537,0.569389111528739
"Gene1038",0.0885538131469007,0.848125498761881
"Gene1039",-0.263176024431441,0.772147083363947
"Gene1040",-1.69802323439979,0.0674028035305653
"Gene1041",0.49854234999285,0.414919949094159
"Gene1042",-0.32557956214438,0.64126546501215
"Gene1043",0.389535314968966,0.629595675825533
"Gene1044",0.562302797322053,0.536951963652389
"Gene1045",-0.438312557026623,0.291572194354098
"Gene1046",0.810408470218799,0.183046730881573
"Gene1047",-0.0776329095899845,0.924349771093505
"Gene1048",0.530434066001056,0.25672796580619
"Gene1049",-0.0486198563653065,0.918124901166031
"Gene1050",-0.538455893616671,0.323419972402986
"Gene1051",1.22697498943125,0.183040779105574
"Gene1052",1.24602155085654,0.0622458052253819
"Gene1053",0.213549391907277,0.742979992547394
"Gene1054",-0.00455516432703114,0.996140900674201
"Gene1055",-0.499349249132033,0.378071246572647
"Gene1056",0.359302269185692,0.537542030766732
"Gene1057",0.0741318518100205,0.936624320075158
"Gene1058",-0.17912297578358,0.838614453874012
"Gene1059",-1.40777488062181,0.136262869216075
"Gene1060",0.521351439819606,0.347572536101831
"Gene1061",-0.190804258506956,0.76129217020168
"Gene1062",-0.428283821190606,0.616204093507326
"Gene1063",-0.61881674665365,0.478524913826886
"Gene1064",-0.166107755598176,0.711862909072325
"Gene1065",0.435522325208142,0.390640516939512
"Gene1066",0.259229934225444,0.750599834663921
"Gene1067",1.20476376944832,0.0488295189628444
"Gene1068",0.43549325549288,0.515564007145674
"Gene1069",1.27475425388835,0.00125448932481989
"Gene1070",-0.558901160487967,0.214002652527598
"Gene1071",0.615232027011442,0.427155856196364
"Gene1072",0.599392550828388,0.483659078738733
"Gene1073",-1.82209122372182,0.0132474355542225
"Gene1074",0.509613477698311,0.394396198536354
"Gene1075",1.5179079541774,0.00989727495280976
"Gene1076",0.279815810844439,0.548158758114086
"Gene1077",-0.196956588441567,0.605228943583219
"Gene1078",0.0413632847534298,0.916044507799001
"Gene1079",-0.131912740549349,0.81676872488379
"Gene1080",0.321310799385642,0.732646701640998
"Gene1081",-0.0750077965317768,0.926281389076665
"Gene1082",0.391489239712279,0.669301753566288
"Gene1083",0.00573233218067774,0.990292341774124
"Gene1084",-0.400131401260535,0.535002648601843
"Gene1085",0.374565559194284,0.685135219136337
"Gene1086",0.113566585708871,0.902301377961037
"Gene1087",-0.229178968002563,0.617586725700263
"Gene1088",-0.272783967595939,0.70801841217764
"Gene1089",-0.333848468102791,0.718362307816114
"Gene1090",-0.00868353451419559,0.984234290068138
"Gene1091",0.420405123163914,0.487261420597014
"Gene1092",0.250223604619381,0.742428227682618
"Gene1093",-0.152544672904768,0.856433994776302
"Gene1094",0.271481296628686,0.634988485485077
"Gene1095",-1.13886177027697,0.202419579334138
"Gene1096",0.235941484236208,0.779462067809642
"Gene1097",0.482097982507741,0.401521688072033
"Gene1098",0.35992894734656,0.525019975867394
"Gene1099",-0.369586072544707,0.533199367456372
"Gene1100",-0.19392812554809,0.825285049020196
"Gene1101",-1.05224892610593,0.142486040803655
"Gene1102",-0.431097921160364,0.607611881616161
"Gene1103",1.16185543304778,0.160965507113508
"Gene1104",-0.653720911013987,0.268290926405408
"Gene1105",-0.052505536247411,0.919445684319635
"Gene1106",-0.0641967552057198,0.935814782761733
"Gene1107",2.34896606414687,3.12090504627486e-06
"Gene1108",-0.014449343887573,0.968795367436604
"Gene1109",0.407669178510959,0.62888492487757
"Gene1110",-0.156527055118791,0.75805543556735
"Gene1111",0.683520493726486,0.39311640490424
"Gene1112",0.30260268071745,0.694320678543608
"Gene1113",0.375173713390556,0.689322218503197
"Gene1114",-0.617111416241385,0.189973510828784
"Gene1115",1.74237392813368,0.0356925772983221
"Gene1116",0.0426128949267689,0.904387066676934
"Gene1117",-0.296835372267911,0.691096373366105
"Gene1118",-0.346103783714144,0.547374407025878
"Gene1119",0.49594930464937,0.249753246798085
"Gene1120",-0.716198233936852,0.218189886003999
"Gene1121",-0.269906729378026,0.687637313064434
"Gene1122",0.200369891460335,0.696533722789665
"Gene1123",-0.0617301865673321,0.93822999884301
"Gene1124",-0.333017174567027,0.376635381345878
"Gene1125",0.582616951072114,0.148609652301526
"Gene1126",0.0987459510002253,0.895314099536018
"Gene1127",-0.680378461856373,0.0830862791451447
"Gene1128",-1.38422239788138,0.109583580389718
"Gene1129",0.249763252849126,0.704183736472674
"Gene1130",0.693069398537755,0.356524664259637
"Gene1131",0.234152969227873,0.785727602278656
"Gene1132",0.0112328774506449,0.988705058264354
"Gene1133",-0.776253889040521,0.399864952598897
"Gene1134",-0.957051936337653,0.276300447095726
"Gene1135",-0.261081995583224,0.76434325410879
"Gene1136",0.158565920872542,0.819768146524239
"Gene1137",-0.420511968112433,0.631573039177723
"Gene1138",0.210235399917191,0.800942425677851
"Gene1139",-0.898939353173658,0.256732156509548
"Gene1140",0.8019388803752,0.212873812362277
"Gene1141",-0.250172569319186,0.700046911576604
"Gene1142",0.22800786774167,0.564718413888015
"Gene1143",-0.678859613374409,0.342461812354736
"Gene1144",0.0723043670236615,0.906211270313774
"Gene1145",0.738777165432444,0.157181820785966
"Gene1146",0.381492672083418,0.536825983046656
"Gene1147",0.144001814789373,0.824817075328482
"Gene1148",-1.55288420315676,0.099217738431095
"Gene1149",-0.0618358142857032,0.943378703108714
"Gene1150",1.06366169202546,0.0342852225378178
"Gene1151",-0.147317572289988,0.796385354468416
"Gene1152",-0.193184246437153,0.807117742621385
"Gene1153",-0.218829536902931,0.661910342924256
"Gene1154",0.971138069080279,0.0972604726309414
"Gene1155",0.138936954886974,0.761014067551473
"Gene1156",0.0607904393299808,0.901660171450279
"Gene1157",-2.63462769629611,0.00177513931575018
"Gene1158",0.154675436485546,0.797734796759815
"Gene1159",-0.443153050492901,0.564984798456401
"Gene1160",-0.110696538868291,0.901376582928522
"Gene1161",0.0339354704262937,0.965240004585711
"Gene1162",0.788116656663528,0.227489572934419
"Gene1163",-0.574549146147943,0.505803308113451
"Gene1164",-0.0821234436120473,0.847935601640261
"Gene1165",-2.08078477808391,0.00035082465571384
"Gene1166",-0.219519953728527,0.792021811523648
"Gene1167",-0.730330222823817,0.295832960013158
"Gene1168",-0.247773263054566,0.732173846017226
"Gene1169",-0.626968236401944,0.28697829724135
"Gene1170",-1.06587737549292,0.14376122886524
"Gene1171",-0.0340859370390502,0.970330533324042
"Gene1172",-0.658700776242077,0.354898750006281
"Gene1173",0.0669130236039053,0.943077220464921
