"library","length_bp"
"Ancient",83
"Ancient",47
"Ancient",74
"Ancient",82
"Ancient",57
"Ancient",67
"Ancient",48
"Ancient",34
"Ancient",62
"Ancient",40
"Ancient",36
"Ancient",37
"Ancient",37
"Ancient",84
"Ancient",47
"Ancient",44
"Ancient",45
"Ancient",84
"Ancient",54
"Ancient",56
"Ancient",32
"Ancient",39
"Ancient",46
"Ancient",32
"Ancient",49
"Ancient",36
"Ancient",38
"Ancient",42
"Ancient",86
"Ancient",70
"Ancient",32
"Ancient",74
"Ancient",43
"Ancient",57
"Ancient",30
"Ancient",38
"Ancient",69
"Ancient",76
"Ancient",38
"Ancient",73
"Ancient",36
"Ancient",45
"Ancient",35
"Ancient",48
"Ancient",66
"Ancient",45
"Ancient",43
"Ancient",59
"Ancient",36
"Ancient",37
"Ancient",61
"Ancient",50
"Ancient",63
"Ancient",40
"Ancient",61
"Ancient",34
"Ancient",33
"Ancient",56
"Ancient",48
"Ancient",39
"Ancient",47
"Ancient",30
"Ancient",50
"Ancient",62
"Ancient",81
"Ancient",41
"Ancient",67
"Ancient",33
"Ancient",42
"Ancient",53
"Ancient",53
"Ancient",65
"Ancient",68
"Ancient",36
"Ancient",34
"Ancient",55
"Ancient",60
"Ancient",55
"Ancient",30
"Ancient",57
"Ancient",56
"Ancient",37
"Ancient",39
"Ancient",32
"Ancient",63
"Ancient",32
"Ancient",64
"Ancient",84
"Ancient",33
"Ancient",33
"Ancient",40
"Ancient",64
"Ancient",54
"Ancient",50
"Ancient",45
"Ancient",34
"Ancient",40
"Ancient",51
"Ancient",80
"Ancient",47
"Ancient",53
"Ancient",31
"Ancient",66
"Ancient",64
"Ancient",36
"Ancient",51
"Ancient",32
"Ancient",78
"Ancient",113
"Ancient",41
"Ancient",55
"Ancient",45
"Ancient",45
"Ancient",68
"Ancient",33
"Ancient",58
"Ancient",35
"Ancient",98
"Ancient",59
"Ancient",33
"Ancient",30
"Ancient",72
"Ancient",54
"Ancient",137
"Ancient",77
"Ancient",75
"Ancient",36
"Ancient",35
"Ancient",72
"Ancient",34
"Ancient",55
"Ancient",42
"Ancient",42
"Ancient",34
"Ancient",40
"Ancient",44
"Ancient",39
"Ancient",44
"Ancient",40
"Ancient",73
"Ancient",48
"Ancient",46
"Ancient",61
"Ancient",43
"Ancient",83
"Ancient",43
"Ancient",54
"Ancient",33
"Ancient",69
"Ancient",65
"Ancient",118
"Ancient",44
"Ancient",88
"Ancient",45
"Ancient",34
"Ancient",30
"Ancient",34
"Ancient",47
"Ancient",35
"Ancient",64
"Ancient",73
"Ancient",50
"Ancient",31
"Ancient",39
"Ancient",40
"Ancient",56
"Ancient",108
"Ancient",52
"Ancient",42
"Ancient",46
"Ancient",39
"Ancient",32
"Ancient",39
"Ancient",48
"Ancient",45
"Ancient",38
"Ancient",35
"Ancient",39
"Ancient",33
"Ancient",37
"Ancient",44
"Ancient",84
"Ancient",33
"Ancient",50
"Ancient",89
"Ancient",52
"Ancient",42
"Ancient",69
"Ancient",51
"Ancient",54
"Ancient",36
"Ancient",103
"Ancient",75
"Ancient",48
"Ancient",46
"Ancient",34
"Ancient",69
"Ancient",39
"Ancient",30
"Ancient",61
"Ancient",52
"Ancient",62
"Ancient",36
"Ancient",55
"Ancient",71
"Ancient",36
"Ancient",37
"Ancient",55
"Ancient",44
"Ancient",56
"Ancient",47
"Ancient",83
"Ancient",41
"Ancient",53
"Ancient",57
"Ancient",50
"Ancient",76
"Ancient",66
"Ancient",33
"Ancient",56
"Ancient",91
"Ancient",42
"Ancient",46
"Ancient",43
"Ancient",49
"Ancient",55
"Ancient",39
"Ancient",77
"Ancient",45
"Ancient",43
"Ancient",57
"Ancient",57
"Ancient",58
"Ancient",44
"Ancient",101
"Ancient",66
"Ancient",30
"Ancient",36
"Ancient",40
"Ancient",47
"Ancient",35
"Ancient",56
"Ancient",64
"Ancient",64
"Ancient",76
"Ancient",95
"Ancient",72
"Ancient",43
"Ancient",66
"Ancient",34
"Ancient",32
"Ancient",42
"Ancient",41
"Nucleosome",66
"Nucleosome",177
"Nucleosome",73
"Nucleosome",46
"Nucleosome",56
"Nucleosome",169
"Nucleosome",35
"Nucleosome",61
"Nucleosome",57
"Nucleosome",65
"Nucleosome",86
"Nucleosome",52
"Nucleosome",155
"Nucleosome",156
"Nucleosome",46
"Nucleosome",40
"Nucleosome",151
"Nucleosome",61
"Nucleosome",181
"Nucleosome",155
"Nucleosome",56
"Nucleosome",61
"Nucleosome",67
"Nucleosome",78
"Nucleosome",160
"Nucleosome",76
"Nucleosome",54
"Nucleosome",46
"Nucleosome",63
"Nucleosome",52
"Nucleosome",58
"Nucleosome",75
"Nucleosome",46
"Nucleosome",39
"Nucleosome",48
"Nucleosome",54
"Nucleosome",154
"Nucleosome",59
"Nucleosome",181
"Nucleosome",35
"Nucleosome",152
"Nucleosome",180
"Nucleosome",180
"Nucleosome",164
"Nucleosome",49
"Nucleosome",94
"Nucleosome",58
"Nucleosome",31
"Nucleosome",57
"Nucleosome",71
"Nucleosome",79
"Nucleosome",171
"Nucleosome",47
"Nucleosome",161
"Nucleosome",39
"Nucleosome",77
"Nucleosome",36
"Nucleosome",59
"Nucleosome",39
"Nucleosome",77
"Nucleosome",167
"Nucleosome",48
"Nucleosome",94
"Nucleosome",59
"Nucleosome",180
"Nucleosome",38
"Nucleosome",164
"Nucleosome",62
"Nucleosome",55
"Nucleosome",52
"Nucleosome",93
"Nucleosome",106
"Nucleosome",52
"Nucleosome",147
"Nucleosome",170
"Nucleosome",46
"Nucleosome",78
"Nucleosome",165
"Nucleosome",83
"Nucleosome",66
"Nucleosome",56
"Nucleosome",77
"Nucleosome",89
"Nucleosome",62
"Nucleosome",38
"Nucleosome",167
"Nucleosome",59
"Nucleosome",60
"Nucleosome",92
"Nucleosome",84
"Nucleosome",56
"Nucleosome",59
"Nucleosome",168
"Nucleosome",79
"Nucleosome",184
"Nucleosome",69
"Nucleosome",184
"Nucleosome",43
"Nucleosome",67
"Nucleosome",67
"Nucleosome",63
"Nucleosome",61
"Nucleosome",91
"Nucleosome",50
"Nucleosome",106
"Nucleosome",157
"Nucleosome",73
"Nucleosome",152
"Nucleosome",144
"Nucleosome",49
"Nucleosome",190
"Nucleosome",163
"Nucleosome",70
"Nucleosome",88
"Nucleosome",52
"Nucleosome",164
"Nucleosome",171
"Nucleosome",58
"Nucleosome",176
"Nucleosome",38
"Nucleosome",136
"Nucleosome",168
"Nucleosome",79
"Nucleosome",39
"Nucleosome",78
"Nucleosome",157
"Nucleosome",65
"Nucleosome",50
"Nucleosome",37
"Nucleosome",90
"Nucleosome",48
"Nucleosome",36
"Nucleosome",38
"Nucleosome",53
"Nucleosome",54
"Nucleosome",84
"Nucleosome",51
"Nucleosome",96
"Nucleosome",52
"Nucleosome",44
"Nucleosome",44
"Nucleosome",61
"Nucleosome",73
"Nucleosome",41
"Nucleosome",31
"Nucleosome",71
"Nucleosome",61
"Nucleosome",153
"Nucleosome",46
"Nucleosome",62
"Nucleosome",173
"Nucleosome",62
"Nucleosome",44
"Nucleosome",60
"Nucleosome",74
"Nucleosome",113
"Nucleosome",68
"Nucleosome",157
"Nucleosome",63
"Nucleosome",61
"Nucleosome",51
"Nucleosome",40
"Nucleosome",159
"Nucleosome",81
"Nucleosome",154
"Nucleosome",183
"Nucleosome",155
"Nucleosome",99
"Nucleosome",160
"Nucleosome",39
"Nucleosome",43
"Nucleosome",41
"Nucleosome",55
"Nucleosome",81
"Nucleosome",89
"Nucleosome",47
"Nucleosome",38
"Nucleosome",164
"Nucleosome",44
"Nucleosome",80
"Nucleosome",163
"Nucleosome",185
"Nucleosome",62
"Nucleosome",82
"Nucleosome",54
"Nucleosome",192
"Nucleosome",55
"Nucleosome",183
"Nucleosome",64
"Nucleosome",66
"Nucleosome",168
"Nucleosome",64
"Nucleosome",36
"Nucleosome",65
"Nucleosome",66
"Nucleosome",56
"Nucleosome",75
"Nucleosome",61
"Nucleosome",55
"Nucleosome",37
"Nucleosome",76
"Nucleosome",58
"Nucleosome",79
"Nucleosome",48
"Nucleosome",182
"Nucleosome",68
"Nucleosome",183
"Nucleosome",159
"Nucleosome",91
"Nucleosome",73
"Nucleosome",45
"Nucleosome",79
"Nucleosome",196
"Nucleosome",50
"Nucleosome",161
"Nucleosome",158
"Nucleosome",72
"Nucleosome",67
"Nucleosome",157
"Nucleosome",65
"Nucleosome",159
"Nucleosome",142
"Nucleosome",69
"Nucleosome",77
"Nucleosome",52
"Nucleosome",65
"Nucleosome",88
"Nucleosome",38
"Nucleosome",36
"Nucleosome",161
"Nucleosome",111
"Nucleosome",54
"Nucleosome",66
"Nucleosome",70
"Nucleosome",174
"Nucleosome",54
"Nucleosome",80
"Nucleosome",166
"Nucleosome",164
"Nucleosome",165
"Nucleosome",165
"Nucleosome",168
"Nucleosome",45
"Nucleosome",154
"Nucleosome",150
"Nucleosome",182
"Nucleosome",68
"Nucleosome",65
"Nucleosome",53
"Nucleosome",46
"Nucleosome",185
"Nucleosome",84
"Nucleosome",72
"Nucleosome",140
"Nucleosome",158
"Nucleosome",51
"Nucleosome",155
"Nucleosome",83
"Nucleosome",78
"Nucleosome",172
"Nucleosome",63
"Nucleosome",189
"Nucleosome",65
"Nucleosome",164
"Nucleosome",156
"Nucleosome",55
"Nucleosome",67
"Nucleosome",59
"Nucleosome",78
"Nucleosome",54
"Nucleosome",54
"Nucleosome",88
"Nucleosome",52
"Nucleosome",160
"Nucleosome",179
"Nucleosome",62
"Nucleosome",70
"Nucleosome",177
"Nucleosome",80
"Nucleosome",67
"Nucleosome",180
"Nucleosome",46
"Nucleosome",158
"Nucleosome",58
"Nucleosome",38
"Nucleosome",64
"Nucleosome",60
"Nucleosome",89
"Nucleosome",70
"Nucleosome",85
"Nucleosome",176
"Nucleosome",54
"Nucleosome",38
"Nucleosome",57
"Nucleosome",55
"Nucleosome",90
"Nucleosome",70
"Nucleosome",57
"Nucleosome",165
"Nucleosome",60
"Nucleosome",152
"Nucleosome",50
"Nucleosome",166
"Nucleosome",63
"Nucleosome",64
"Nucleosome",33
"Nucleosome",47
"Nucleosome",179
"Nucleosome",89
"Nucleosome",33
"Nucleosome",38
"Nucleosome",77
"Nucleosome",160
"Nucleosome",115
"Nucleosome",149
"Nucleosome",40
"Nucleosome",81
"Nucleosome",66
"Nucleosome",44
"Nucleosome",163
"Nucleosome",41
"Nucleosome",174
"Nucleosome",50
"Nucleosome",43
"Nucleosome",32
"Nucleosome",85
"Nucleosome",74
"Nucleosome",73
"Nucleosome",58
"Nucleosome",160
"Nucleosome",76
"Nucleosome",183
"Nucleosome",59
"Nucleosome",168
"Nucleosome",161
"Nucleosome",74
"Nucleosome",47
"Nucleosome",49
"Nucleosome",47
"Nucleosome",65
"Nucleosome",45
"Nucleosome",48
"Nucleosome",69
"Nucleosome",110
"Nucleosome",65
"Nucleosome",62
"Nucleosome",177
"Nucleosome",81
"Nucleosome",55
"Nucleosome",131
"Nucleosome",74
"Nucleosome",157
"Nucleosome",51
"Nucleosome",56
"Nucleosome",74
"Nucleosome",159
"Nucleosome",44
"Nucleosome",78
"Nucleosome",41
"Nucleosome",54
"Nucleosome",88
"Nucleosome",193
"Nucleosome",45
"Nucleosome",46
"Nucleosome",146
"Nucleosome",45
"Nucleosome",76
"Nucleosome",107
"Nucleosome",71
"Nucleosome",159
"Nucleosome",81
"Nucleosome",48
"Nucleosome",73
"Nucleosome",37
"Nucleosome",73
"Nucleosome",110
"Nucleosome",83
"Nucleosome",157
"Nucleosome",146
"Nucleosome",65
"Nucleosome",40
"Nucleosome",57
"Nucleosome",68
"Nucleosome",173
"Nucleosome",108
"Nucleosome",68
"Nucleosome",159
"Nucleosome",31
"Nucleosome",190
"Nucleosome",44
"Nucleosome",173
"Nucleosome",57
"Nucleosome",171
"Nucleosome",177
"Nucleosome",72
"Nucleosome",161
"Nucleosome",36
"Nucleosome",63
"Nucleosome",87
"Nucleosome",34
"Nucleosome",36
"Nucleosome",35
"Nucleosome",45
"Nucleosome",35
"Nucleosome",49
"Nucleosome",73
"Nucleosome",46
"Nucleosome",52
"Nucleosome",92
"Nucleosome",49
"Nucleosome",82
"Nucleosome",45
"Nucleosome",53
"Nucleosome",148
"Nucleosome",46
"Nucleosome",161
"Nucleosome",165
"Nucleosome",68
"Nucleosome",49
"Nucleosome",165
"Nucleosome",173
"Nucleosome",53
"Nucleosome",76
"Nucleosome",64
"Nucleosome",49
"Nucleosome",76
"Nucleosome",42
"Nucleosome",71
"Nucleosome",79
"Nucleosome",71
"Nucleosome",152
"Nucleosome",172
"Nucleosome",41
"Nucleosome",194
"Nucleosome",44
"Nucleosome",51
"Nucleosome",176
"Nucleosome",87
"Nucleosome",191
"Nucleosome",59
"Nucleosome",152
"Nucleosome",200
"Nucleosome",61
"Nucleosome",100
"Nucleosome",51
"Nucleosome",95
"Nucleosome",171
"Nucleosome",41
"Nucleosome",180
"Nucleosome",54
"Nucleosome",56
"Nucleosome",57
"Nucleosome",80
"Nucleosome",67
"Nucleosome",89
"Nucleosome",44
"Nucleosome",163
"Nucleosome",61
"Nucleosome",54
"Nucleosome",52
"Nucleosome",46
"Nucleosome",36
"Nucleosome",47
"Nucleosome",36
"Nucleosome",79
"Nucleosome",58
"Nucleosome",126
"Nucleosome",43
"Nucleosome",175
"Nucleosome",35
"Nucleosome",186
"Nucleosome",179
"Nucleosome",150
"Nucleosome",43
"Nucleosome",180
"Nucleosome",32
"Nucleosome",163
"Nucleosome",164
"Nucleosome",52
"Nucleosome",141
"Nucleosome",105
"Nucleosome",42
"Nucleosome",191
"Nucleosome",79
"Nucleosome",173
"Nucleosome",52
"Nucleosome",69
"Nucleosome",119
"Nucleosome",50
"Nucleosome",51
"Nucleosome",75
"Nucleosome",164
"Nucleosome",194
"Nucleosome",55
"Nucleosome",41
"Nucleosome",46
"Nucleosome",47
"Nucleosome",46
"Nucleosome",79
"Nucleosome",53
"Nucleosome",183
"Nucleosome",153
"Nucleosome",48
"Nucleosome",40
"Nucleosome",64
"Nucleosome",140
"Nucleosome",159
"Nucleosome",170
"Nucleosome",63
"Nucleosome",61
"Nucleosome",159
"Nucleosome",73
"Nucleosome",79
"Nucleosome",59
"Nucleosome",77
"Nucleosome",56
"Nucleosome",68
"Nucleosome",42
"Nucleosome",84
"Nucleosome",178
"Nucleosome",40
"Nucleosome",59
"Nucleosome",66
"Nucleosome",71
"Nucleosome",174
"Nucleosome",46
"Nucleosome",36
"Nucleosome",53
"Nucleosome",193
"Nucleosome",173
"Nucleosome",158
"Nucleosome",156
"Nucleosome",56
"Nucleosome",51
"Nucleosome",39
"Nucleosome",148
"Nucleosome",56
"Nucleosome",163
"Nucleosome",70
"Nucleosome",39
"Nucleosome",106
"Nucleosome",98
"Nucleosome",162
"Nucleosome",101
"Nucleosome",44
"Nucleosome",181
"Nucleosome",53
"Nucleosome",61
"Nucleosome",91
"Nucleosome",46
"Nucleosome",165
"Nucleosome",178
"Nucleosome",54
"Nucleosome",53
"Nucleosome",55
"Nucleosome",170
"Nucleosome",153
"Nucleosome",64
"Nucleosome",102
"Nucleosome",51
"Nucleosome",49
"Nucleosome",174
"Nucleosome",34
"Nucleosome",32
"Nucleosome",91
"Nucleosome",54
"Nucleosome",42
"Nucleosome",158
"Nucleosome",149
"Nucleosome",65
"Nucleosome",142
"Nucleosome",59
"Nucleosome",80
"Nucleosome",203
"Nucleosome",177
"Nucleosome",62
"Nucleosome",44
"Nucleosome",93
"Nucleosome",167
"Nucleosome",161
"Nucleosome",51
"Nucleosome",146
"Nucleosome",52
"Nucleosome",60
"Nucleosome",166
"Nucleosome",59
"Nucleosome",164
"Nucleosome",37
"Nucleosome",64
"Nucleosome",71
"Nucleosome",46
"Nucleosome",170
"Nucleosome",52
"Nucleosome",69
"Nucleosome",71
"Nucleosome",54
"Nucleosome",48
"Nucleosome",192
"Nucleosome",55
"Nucleosome",58
"Nucleosome",71
"Nucleosome",51
"Nucleosome",166
"Nucleosome",164
"Nucleosome",78
"Nucleosome",34
"Nucleosome",47
"Nucleosome",89
"Nucleosome",159
"Nucleosome",50
"Nucleosome",54
"Nucleosome",66
"Nucleosome",51
"Nucleosome",69
"Nucleosome",42
"Nucleosome",112
"Nucleosome",64
"Nucleosome",66
"Nucleosome",66
"Nucleosome",60
"Nucleosome",162
"Nucleosome",95
"Nucleosome",67
"Nucleosome",73
"Nucleosome",44
"Nucleosome",78
"Nucleosome",174
"Nucleosome",45
"Nucleosome",55
"Nucleosome",181
"Nucleosome",192
"Nucleosome",98
"Nucleosome",63
"Nucleosome",46
"Nucleosome",51
"Nucleosome",166
"Nucleosome",101
"Nucleosome",74
"Nucleosome",155
"Nucleosome",44
"Nucleosome",163
"Nucleosome",48
"Nucleosome",146
"Nucleosome",58
"Nucleosome",68
"Nucleosome",51
"Nucleosome",67
"Nucleosome",83
"Nucleosome",51
"Nucleosome",59
"Nucleosome",54
"Nucleosome",43
"Nucleosome",45
"Nucleosome",60
"Nucleosome",53
"Nucleosome",50
"Nucleosome",68
"Nucleosome",64
"Nucleosome",190
"Nucleosome",159
"Nucleosome",76
"Nucleosome",188
"Nucleosome",161
"Nucleosome",63
"Nucleosome",40
"Nucleosome",60
"Nucleosome",55
"Nucleosome",104
"Nucleosome",158
"Nucleosome",38
"Nucleosome",73
"Nucleosome",87
"Nucleosome",57
"Nucleosome",181
"Nucleosome",180
"Nucleosome",46
"Nucleosome",48
"Nucleosome",70
"Nucleosome",154
"Nucleosome",190
"Nucleosome",36
"Nucleosome",83
"Nucleosome",47
"Nucleosome",42
"Nucleosome",36
"Nucleosome",162
"Nucleosome",60
"Nucleosome",73
"Nucleosome",103
"Nucleosome",77
"Nucleosome",188
"Nucleosome",59
"Nucleosome",65
"Nucleosome",57
"Nucleosome",54
"Nucleosome",174
"Nucleosome",41
"Nucleosome",39
"Nucleosome",77
"Nucleosome",153
"Nucleosome",154
"Nucleosome",121
"Nucleosome",172
"Nucleosome",168
"Nucleosome",95
"Nucleosome",81
"Nucleosome",93
"Nucleosome",152
"Nucleosome",174
"Nucleosome",82
"Nucleosome",151
"Nucleosome",162
"Nucleosome",47
"Nucleosome",72
"Nucleosome",49
"Nucleosome",46
"Nucleosome",41
"Nucleosome",31
"Nucleosome",49
"Nucleosome",64
"Nucleosome",65
"Nucleosome",54
"Nucleosome",91
"Nucleosome",74
"Nucleosome",76
"Nucleosome",173
"Nucleosome",182
"Nucleosome",58
"Nucleosome",42
"Nucleosome",159
"Nucleosome",84
"Nucleosome",93
"Nucleosome",59
"Nucleosome",167
"Nucleosome",32
"Nucleosome",54
"Nucleosome",176
"Nucleosome",57
"Nucleosome",55
"Nucleosome",85
"Nucleosome",65
"Nucleosome",53
"Nucleosome",76
"Nucleosome",56
"Nucleosome",58
"Nucleosome",58
"Nucleosome",54
"Nucleosome",177
"Nucleosome",160
"Nucleosome",66
"Nucleosome",42
"Nucleosome",49
"Nucleosome",106
"Nucleosome",152
"Nucleosome",76
"Nucleosome",68
"Nucleosome",191
"Nucleosome",154
"Nucleosome",48
"Nucleosome",91
"Nucleosome",174
"Nucleosome",45
"Nucleosome",158
"Nucleosome",40
"Nucleosome",142
"Nucleosome",95
"Nucleosome",80
"Nucleosome",183
"Nucleosome",79
"Nucleosome",54
"Nucleosome",69
"Nucleosome",62
"Nucleosome",35
"Nucleosome",155
"Nucleosome",48
"Nucleosome",51
"Nucleosome",57
"Nucleosome",53
"Nucleosome",165
"Nucleosome",59
"Nucleosome",67
"Nucleosome",54
"Nucleosome",84
"Nucleosome",52
"Nucleosome",44
"Nucleosome",51
"Nucleosome",181
"Nucleosome",172
"Nucleosome",43
"Nucleosome",50
"Nucleosome",43
"Nucleosome",38
"Nucleosome",85
"Nucleosome",157
"Nucleosome",181
"Nucleosome",174
"Nucleosome",183
"Nucleosome",65
"Nucleosome",156
"Nucleosome",47
"Nucleosome",174
"Nucleosome",68
"Nucleosome",166
"Nucleosome",52
"Nucleosome",65
"Nucleosome",150
"Nucleosome",40
"Nucleosome",173
"Nucleosome",160
"Nucleosome",150
"Nucleosome",44
"Nucleosome",80
"Nucleosome",34
"Nucleosome",40
"Nucleosome",79
"Nucleosome",64
"Nucleosome",49
"Nucleosome",158
"Nucleosome",181
"Nucleosome",32
"Nucleosome",57
"Nucleosome",109
"Nucleosome",35
"Nucleosome",41
"Nucleosome",56
"Nucleosome",44
"Nucleosome",140
"Nucleosome",172
"Nucleosome",195
"Nucleosome",52
"Nucleosome",189
"Nucleosome",37
"Nucleosome",44
"Nucleosome",59
"Nucleosome",50
"Nucleosome",165
"Nucleosome",36
"Nucleosome",39
"Nucleosome",168
"Nucleosome",78
"Nucleosome",64
"Nucleosome",56
"Nucleosome",81
"Nucleosome",39
"Nucleosome",96
"Nucleosome",131
"Nucleosome",180
"Nucleosome",72
"Nucleosome",81
"Nucleosome",62
"Nucleosome",50
"Nucleosome",43
"Nucleosome",47
"Nucleosome",149
"Nucleosome",52
"Nucleosome",169
"Nucleosome",74
"Nucleosome",71
"Nucleosome",58
"Nucleosome",44
"Nucleosome",87
"Nucleosome",96
"Nucleosome",43
"Nucleosome",83
"Nucleosome",46
"Nucleosome",180
"Nucleosome",40
"Nucleosome",181
"Nucleosome",53
"Nucleosome",52
"Nucleosome",49
"Nucleosome",89
"Nucleosome",60
"Nucleosome",90
"Nucleosome",71
"Nucleosome",155
"Nucleosome",143
"Nucleosome",197
"Nucleosome",119
"Nucleosome",31
"Nucleosome",39
"Nucleosome",178
"Nucleosome",196
"Nucleosome",88
"Nucleosome",148
"Nucleosome",77
"Nucleosome",46
"Nucleosome",52
"Nucleosome",53
"Nucleosome",157
"Nucleosome",176
"Nucleosome",49
"Nucleosome",46
"Nucleosome",59
"Nucleosome",53
"Nucleosome",72
"Nucleosome",115
"Nucleosome",166
"Nucleosome",37
"Nucleosome",32
"Nucleosome",172
"Nucleosome",51
"Nucleosome",56
"Nucleosome",75
"Nucleosome",150
"Nucleosome",173
"Nucleosome",49
"Nucleosome",54
"Nucleosome",51
"Nucleosome",42
"Nucleosome",68
"Nucleosome",160
"Nucleosome",32
"Nucleosome",174
"Nucleosome",166
"Nucleosome",151
"Nucleosome",45
"Nucleosome",160
"Nucleosome",59
"Nucleosome",63
"Nucleosome",69
"Nucleosome",159
"Nucleosome",45
"Nucleosome",64
"Nucleosome",47
"Nucleosome",56
"Nucleosome",59
"Nucleosome",187
"Nucleosome",67
"Nucleosome",71
"Nucleosome",32
"Nucleosome",110
"Nucleosome",153
"Nucleosome",164
"Nucleosome",176
"Nucleosome",70
"Nucleosome",66
"Nucleosome",187
"Nucleosome",56
"Nucleosome",64
"Nucleosome",168
"Nucleosome",165
"Nucleosome",75
"Nucleosome",50
"Nucleosome",46
"Nucleosome",190
"Nucleosome",154
"Nucleosome",56
"Nucleosome",50
"Nucleosome",55
"Nucleosome",51
"Nucleosome",177
"Nucleosome",77
"Nucleosome",155
"Nucleosome",73
"Nucleosome",43
"Nucleosome",50
"Nucleosome",96
"Nucleosome",162
"Nucleosome",71
"Nucleosome",165
"Nucleosome",36
"Nucleosome",56
"Nucleosome",47
"Nucleosome",61
"Nucleosome",52
"Nucleosome",79
"Nucleosome",60
"Nucleosome",61
"Nucleosome",66
"Nucleosome",77
"Nucleosome",94
"Nucleosome",64
"Nucleosome",64
"Nucleosome",173
"Nucleosome",189
"Nucleosome",62
"Nucleosome",78
"Nucleosome",57
"Nucleosome",50
"Nucleosome",67
"Nucleosome",60
"Nucleosome",75
"Nucleosome",73
"Nucleosome",176
"Nucleosome",79
"Nucleosome",58
"Nucleosome",42
"Nucleosome",181
"Nucleosome",69
"Nucleosome",30
"Nucleosome",44
"Nucleosome",34
"Nucleosome",193
"Nucleosome",48
"Nucleosome",151
"Nucleosome",167
"Nucleosome",40
"Nucleosome",55
"Nucleosome",191
"Nucleosome",58
"Nucleosome",51
"Nucleosome",158
"Nucleosome",70
"Nucleosome",42
"Nucleosome",56
"Nucleosome",142
"Nucleosome",156
"Nucleosome",103
"Nucleosome",70
"Nucleosome",71
"Nucleosome",83
"Nucleosome",82
"Nucleosome",38
"Nucleosome",38
"Nucleosome",52
"Nucleosome",184
"Nucleosome",60
"Nucleosome",54
"Nucleosome",67
"Nucleosome",166
"Nucleosome",169
"Nucleosome",154
"Nucleosome",57
"Nucleosome",191
"Nucleosome",171
"Nucleosome",100
"Nucleosome",47
"Nucleosome",153
"Nucleosome",52
"Nucleosome",51
"Nucleosome",59
"Nucleosome",57
"Nucleosome",70
"Nucleosome",144
"Nucleosome",54
"Nucleosome",65
"Nucleosome",101
"Nucleosome",49
"Nucleosome",164
"Nucleosome",135
"Nucleosome",128
"Nucleosome",171
"Nucleosome",50
"Nucleosome",181
"Nucleosome",65
"Nucleosome",59
"Nucleosome",72
"Nucleosome",51
"Nucleosome",62
"Nucleosome",40
"Nucleosome",86
"Nucleosome",45
"Nucleosome",160
"Nucleosome",54
"Nucleosome",59
"Nucleosome",169
"Nucleosome",42
"Nucleosome",62
"Nucleosome",87
"Nucleosome",115
"Nucleosome",57
"Nucleosome",169
"Nucleosome",49
"Nucleosome",53
"Nucleosome",37
"Nucleosome",146
"Nucleosome",57
"Nucleosome",136
"Nucleosome",70
"Nucleosome",95
"Nucleosome",160
"Nucleosome",49
"Nucleosome",82
"Nucleosome",160
"Nucleosome",62
"Nucleosome",170
"Nucleosome",31
"Nucleosome",89
"Nucleosome",39
"Nucleosome",43
"Nucleosome",50
"Nucleosome",71
"Nucleosome",65
"Nucleosome",47
"Nucleosome",191
"Nucleosome",64
"Nucleosome",57
"Nucleosome",32
"Nucleosome",45
"Nucleosome",46
"Nucleosome",79
"Nucleosome",56
"Nucleosome",56
"Nucleosome",47
"Nucleosome",67
"Nucleosome",39
"Nucleosome",68
"Nucleosome",63
"Nucleosome",38
"Nucleosome",183
"Nucleosome",58
"Nucleosome",44
"Nucleosome",89
"Nucleosome",185
"Nucleosome",90
"Nucleosome",38
"Nucleosome",64
"Nucleosome",80
"Nucleosome",37
"Nucleosome",46
"Nucleosome",151
"Nucleosome",42
"Nucleosome",58
"Nucleosome",87
"Nucleosome",148
"Nucleosome",34
"Nucleosome",49
"Nucleosome",66
"Nucleosome",69
"Nucleosome",179
"Nucleosome",59
"Nucleosome",168
"Nucleosome",157
"Nucleosome",54
"Nucleosome",36
"Nucleosome",165
"Nucleosome",156
"Nucleosome",46
"Nucleosome",52
"Nucleosome",76
"Nucleosome",44
"Nucleosome",105
"Nucleosome",53
"Nucleosome",61
"Nucleosome",65
"Nucleosome",180
"Nucleosome",100
"Nucleosome",49
"Nucleosome",56
"Nucleosome",48
"Nucleosome",50
"Nucleosome",109
"Nucleosome",52
"Nucleosome",70
"Nucleosome",59
"Nucleosome",54
"Nucleosome",172
"Nucleosome",168
"Nucleosome",147
"Nucleosome",156
"Nucleosome",49
"Nucleosome",79
"Nucleosome",155
"Nucleosome",76
"Nucleosome",57
"Nucleosome",50
"Nucleosome",71
"Nucleosome",75
"Nucleosome",70
"Nucleosome",183
"Nucleosome",79
"Nucleosome",72
"Nucleosome",55
"Nucleosome",147
"Nucleosome",179
"Nucleosome",139
"Nucleosome",75
"Nucleosome",59
"Nucleosome",154
"Nucleosome",78
"Nucleosome",147
"Nucleosome",42
"Nucleosome",58
"Nucleosome",171
"Nucleosome",54
"Nucleosome",33
"Nucleosome",75
"Nucleosome",159
"Nucleosome",89
"Nucleosome",45
"Nucleosome",104
"Nucleosome",55
"Nucleosome",46
"Nucleosome",167
"Nucleosome",33
"Nucleosome",39
"Nucleosome",78
"Nucleosome",189
"Nucleosome",96
"Nucleosome",65
"Nucleosome",171
"Nucleosome",38
"Nucleosome",76
"Nucleosome",55
"Nucleosome",76
