"sample","pop","k","ancestry","q"
"CA_19","Cultivar A",3,"A2",0.174116265408817
"CA_19","Cultivar A",3,"A3",0.759271259498085
"CA_20","Cultivar A",3,"A1",0.0492528549279836
"CA_20","Cultivar A",3,"A2",0.126211839919161
"CA_20","Cultivar A",3,"A3",0.824535305152856
"CB_01","Cultivar B",3,"A1",0.117036712957414
"CB_01","Cultivar B",3,"A2",0.0976404379020643
"CB_01","Cultivar B",3,"A3",0.785322849140521
"CB_02","Cultivar B",3,"A1",0.0927920549913201
"CB_02","Cultivar B",3,"A2",0.0987424487815641
"CB_02","Cultivar B",3,"A3",0.808465496227116
"CB_03","Cultivar B",3,"A1",0.0950801077649162
"CB_03","Cultivar B",3,"A2",0.0714278735642524
"CB_03","Cultivar B",3,"A3",0.833492018670831
"CB_04","Cultivar B",3,"A1",0.120334094421982
"CB_04","Cultivar B",3,"A2",0.0612997189170892
"CB_04","Cultivar B",3,"A3",0.818366186660928
"CB_05","Cultivar B",3,"A1",0.0948060584957364
"CB_05","Cultivar B",3,"A2",0.0378848338970367
"CB_05","Cultivar B",3,"A3",0.867309107607227
"CB_06","Cultivar B",3,"A1",0.0596341702448273
"CB_06","Cultivar B",3,"A2",0.074032501885642
"CB_06","Cultivar B",3,"A3",0.866333327869531
"CB_07","Cultivar B",3,"A1",0.0469060458494678
"CB_07","Cultivar B",3,"A2",0.0862008291295515
"CB_07","Cultivar B",3,"A3",0.866893125020981
"CB_08","Cultivar B",3,"A1",0.0250554331842091
"CB_08","Cultivar B",3,"A2",0.142149912465497
"CB_08","Cultivar B",3,"A3",0.832794654350294
"CB_09","Cultivar B",3,"A1",0.0490926035153949
"CB_09","Cultivar B",3,"A2",0.0833297932587664
"CB_09","Cultivar B",3,"A3",0.867577603225839
"CB_10","Cultivar B",3,"A1",0.0418366435869662
"CB_10","Cultivar B",3,"A2",0.0653723157258086
"CB_10","Cultivar B",3,"A3",0.892791040687225
"CB_11","Cultivar B",3,"A1",0.0482170758726293
"CB_11","Cultivar B",3,"A2",0.0245799643833582
"CB_11","Cultivar B",3,"A3",0.927202959744012
"CB_12","Cultivar B",3,"A1",0.0788768125733562
"CB_12","Cultivar B",3,"A2",0.0323462011149487
"CB_12","Cultivar B",3,"A3",0.888776986311695
"CB_13","Cultivar B",3,"A1",0.0985792197396216
"CB_13","Cultivar B",3,"A2",0.0531292337206874
"CB_13","Cultivar B",3,"A3",0.848291546539691
"CB_14","Cultivar B",3,"A1",0.0031137234726481
"CB_14","Cultivar B",3,"A2",0.00675937663517358
"CB_14","Cultivar B",3,"A3",0.990126899892178
"CB_15","Cultivar B",3,"A1",0.0863110536275253
"CB_15","Cultivar B",3,"A2",0.0885547310020369
"CB_15","Cultivar B",3,"A3",0.825134215370438
"CB_16","Cultivar B",3,"A1",0.0849000808432978
"CB_16","Cultivar B",3,"A2",0.0664466198065158
"CB_16","Cultivar B",3,"A3",0.848653299350186
"CB_17","Cultivar B",3,"A1",0.0382630981827368
"CB_17","Cultivar B",3,"A2",0.117953682964371
"CB_17","Cultivar B",3,"A3",0.843783218852892
"CB_18","Cultivar B",3,"A1",0.0485085919653834
"CB_18","Cultivar B",3,"A2",0.0391332190029455
"CB_18","Cultivar B",3,"A3",0.912358189031671
"CB_19","Cultivar B",3,"A1",0.0569522317749194
"CB_19","Cultivar B",3,"A2",0.0516789069639964
"CB_19","Cultivar B",3,"A3",0.891368861261084
"CB_20","Cultivar B",3,"A1",0.0541876055881147
"CB_20","Cultivar B",3,"A2",0.0676361739085296
"CB_20","Cultivar B",3,"A3",0.878176220503356
"WN_01","Wild N",4,"A1",0.845114673637366
"WN_01","Wild N",4,"A2",0.0914309996494444
"WN_01","Wild N",4,"A3",0.0578759461425045
"WN_01","Wild N",4,"A4",0.00557838057068465
"WN_02","Wild N",4,"A1",0.761263120264803
"WN_02","Wild N",4,"A2",0.0666701827463155
"WN_02","Wild N",4,"A3",0.145247196265108
"WN_02","Wild N",4,"A4",0.0268195007237734
"WN_03","Wild N",4,"A1",0.805039498565274
"WN_03","Wild N",4,"A2",0.0682730005748793
"WN_03","Wild N",4,"A3",0.0710731029752131
"WN_03","Wild N",4,"A4",0.0556143978846341
"WN_04","Wild N",4,"A1",0.827792307855799
"WN_04","Wild N",4,"A2",0.0434693248610437
"WN_04","Wild N",4,"A3",0.0919735740874193
"WN_04","Wild N",4,"A4",0.0367647931957378
"WN_05","Wild N",4,"A1",0.787282072834435
"WN_05","Wild N",4,"A2",0.0469614412803088
"WN_05","Wild N",4,"A3",0.0803846868031288
"WN_05","Wild N",4,"A4",0.0853717990821277
"WN_06","Wild N",4,"A1",0.896219779813571
"WN_06","Wild N",4,"A2",0.0415395416918967
"WN_06","Wild N",4,"A3",0.0417014779137181
"WN_06","Wild N",4,"A4",0.0205392005808143
"WN_07","Wild N",4,"A1",0.768864921509248
"WN_07","Wild N",4,"A2",0.0368791123814546
"WN_07","Wild N",4,"A3",0.15591436244265
"WN_07","Wild N",4,"A4",0.0383416036666475
"WN_08","Wild N",4,"A1",0.869159347795725
"WN_08","Wild N",4,"A2",0.032304183672348
"WN_08","Wild N",4,"A3",0.0194506008874205
"WN_08","Wild N",4,"A4",0.0790858676445067
"WN_09","Wild N",4,"A1",0.866996168195374
"WN_09","Wild N",4,"A2",0.0557314175409481
"WN_09","Wild N",4,"A3",0.00423813329940494
"WN_09","Wild N",4,"A4",0.0730342809642734
"WN_10","Wild N",4,"A1",0.704691740076816
"WN_10","Wild N",4,"A2",0.108047622126909
"WN_10","Wild N",4,"A3",0.138299225128343
"WN_10","Wild N",4,"A4",0.0489614126679319
"WN_11","Wild N",4,"A1",0.789398813099256
"WN_11","Wild N",4,"A2",0.0380733785352087
"WN_11","Wild N",4,"A3",0.0389660366276384
"WN_11","Wild N",4,"A4",0.133561771737897
"WN_12","Wild N",4,"A1",0.874759667921956
"WN_12","Wild N",4,"A2",0.0356773357112458
"WN_12","Wild N",4,"A3",0.0630011634239014
"WN_12","Wild N",4,"A4",0.0265618329428968
"WN_13","Wild N",4,"A1",0.858290178105204
"WN_13","Wild N",4,"A2",0.0469032526643526
"WN_13","Wild N",4,"A3",0.0890029895970374
"WN_13","Wild N",4,"A4",0.0058035796334063
"WN_14","Wild N",4,"A1",0.913328971760348
"WN_14","Wild N",4,"A2",0.066482987613125
"WN_14","Wild N",4,"A3",0.0154641913590028
"WN_14","Wild N",4,"A4",0.00472384926752429
"WN_15","Wild N",4,"A1",0.785400048853213
"WN_15","Wild N",4,"A2",0.0932773413741352
"WN_15","Wild N",4,"A3",0.101000721595337
"WN_15","Wild N",4,"A4",0.0203218881773153
"WN_16","Wild N",4,"A1",0.715594737048746
"WN_16","Wild N",4,"A2",0.217391637971586
"WN_16","Wild N",4,"A3",0.0444224748273919
"WN_16","Wild N",4,"A4",0.0225911501522761
"WN_17","Wild N",4,"A1",0.713746937146972
"WN_17","Wild N",4,"A2",0.209972581582471
"WN_17","Wild N",4,"A3",0.0219890120054625
"WN_17","Wild N",4,"A4",0.0542914692650948
"WN_18","Wild N",4,"A1",0.840775717279247
"WN_18","Wild N",4,"A2",0.074809981191682
"WN_18","Wild N",4,"A3",0.0779315136954555
"WN_18","Wild N",4,"A4",0.00648278783361562
"WN_19","Wild N",4,"A1",0.862794093505298
"WN_19","Wild N",4,"A2",0.0763968951685592
"WN_19","Wild N",4,"A3",0.0146618335425478
"WN_19","Wild N",4,"A4",0.0461471777835953
"WN_20","Wild N",4,"A1",0.766074564259288
"WN_20","Wild N",4,"A2",0.122772790722127
"WN_20","Wild N",4,"A3",0.0892167267906797
"WN_20","Wild N",4,"A4",0.0219359182279061
"WS_01","Wild S",4,"A1",0.0390190739894148
"WS_01","Wild S",4,"A2",0.809293785639692
"WS_01","Wild S",4,"A3",0.0395866164583526
"WS_01","Wild S",4,"A4",0.112100523912541
"WS_02","Wild S",4,"A1",0.118726755879843
"WS_02","Wild S",4,"A2",0.781694125922858
"WS_02","Wild S",4,"A3",0.0739503042246784
"WS_02","Wild S",4,"A4",0.0256288139726204
"WS_03","Wild S",4,"A1",0.0841243561020482
"WS_03","Wild S",4,"A2",0.800729619380241
"WS_03","Wild S",4,"A3",0.0732643625817148
"WS_03","Wild S",4,"A4",0.0418816619359963
"WS_04","Wild S",4,"A1",0.164335455317487
"WS_04","Wild S",4,"A2",0.733166972114923
"WS_04","Wild S",4,"A3",0.056388351334298
"WS_04","Wild S",4,"A4",0.0461092212332917
"WS_05","Wild S",4,"A1",0.0699726421910791
"WS_05","Wild S",4,"A2",0.718439638399715
"WS_05","Wild S",4,"A3",0.165042493677407
"WS_05","Wild S",4,"A4",0.0465452257317993
"WS_06","Wild S",4,"A1",0.0308882932591403
"WS_06","Wild S",4,"A2",0.825490545717771
"WS_06","Wild S",4,"A3",0.0610181719484691
"WS_06","Wild S",4,"A4",0.0826029890746194
"WS_07","Wild S",4,"A1",0.0660964679447529
"WS_07","Wild S",4,"A2",0.79168250868087
"WS_07","Wild S",4,"A3",0.0681911098325579
"WS_07","Wild S",4,"A4",0.0740299135418198
"WS_08","Wild S",4,"A1",0.0388545723610125
"WS_08","Wild S",4,"A2",0.662662905472586
"WS_08","Wild S",4,"A3",0.192673139875464
"WS_08","Wild S",4,"A4",0.105809382290938
"WS_09","Wild S",4,"A1",0.0691925791216287
"WS_09","Wild S",4,"A2",0.858175306022532
"WS_09","Wild S",4,"A3",0.040294919240145
"WS_09","Wild S",4,"A4",0.0323371956156948
"WS_10","Wild S",4,"A1",0.161810884509023
"WS_10","Wild S",4,"A2",0.665896759765517
"WS_10","Wild S",4,"A3",0.151561694371432
"WS_10","Wild S",4,"A4",0.0207306613540281
"WS_11","Wild S",4,"A1",0.0211542007132036
"WS_11","Wild S",4,"A2",0.789759375001196
"WS_11","Wild S",4,"A3",0.106287732251384
"WS_11","Wild S",4,"A4",0.0827986920342162
"WS_12","Wild S",4,"A1",0.0713455944980259
"WS_12","Wild S",4,"A2",0.687959504172071
"WS_12","Wild S",4,"A3",0.116962256092607
"WS_12","Wild S",4,"A4",0.123732645237296
"WS_13","Wild S",4,"A1",0.108470869467588
"WS_13","Wild S",4,"A2",0.73587041506476
"WS_13","Wild S",4,"A3",0.0997862725863561
"WS_13","Wild S",4,"A4",0.0558724428812952
"WS_14","Wild S",4,"A1",0.0867603043327417
"WS_14","Wild S",4,"A2",0.84319542743868
"WS_14","Wild S",4,"A3",0.0462820471223898
"WS_14","Wild S",4,"A4",0.023762221106189
"WS_15","Wild S",4,"A1",0.0287142750602697
"WS_15","Wild S",4,"A2",0.898776546812542
"WS_15","Wild S",4,"A3",0.0190703472965182
"WS_15","Wild S",4,"A4",0.0534388308306702
"WS_16","Wild S",4,"A1",0.105890660522313
"WS_16","Wild S",4,"A2",0.787997994925518
"WS_16","Wild S",4,"A3",0.0864169680302779
"WS_16","Wild S",4,"A4",0.0196943765218912
"WS_17","Wild S",4,"A1",0.0260895311782118
"WS_17","Wild S",4,"A2",0.807933099852296
"WS_17","Wild S",4,"A3",0.0797491780956736
"WS_17","Wild S",4,"A4",0.0862281908738187
"WS_18","Wild S",4,"A1",0.0544524024055293
"WS_18","Wild S",4,"A2",0.835677147402584
"WS_18","Wild S",4,"A3",0.0860852869700212
"WS_18","Wild S",4,"A4",0.0237851632218653
"WS_19","Wild S",4,"A1",0.124583589518778
"WS_19","Wild S",4,"A2",0.692709659831612
"WS_19","Wild S",4,"A3",0.0900175790587047
"WS_19","Wild S",4,"A4",0.0926891715909054
"WS_20","Wild S",4,"A1",0.0320960555320664
"WS_20","Wild S",4,"A2",0.894110451842115
"WS_20","Wild S",4,"A3",0.0386539151468975
"WS_20","Wild S",4,"A4",0.0351395774789215
"LE_01","Landrace E",4,"A1",0.0664909690431078
"LE_01","Landrace E",4,"A2",0.10210811646984
"LE_01","Landrace E",4,"A3",0.779715129197836
"LE_01","Landrace E",4,"A4",0.0516857852892162
"LE_02","Landrace E",4,"A1",0.0452357270774954
"LE_02","Landrace E",4,"A2",0.0376547370363896
"LE_02","Landrace E",4,"A3",0.696476141964538
"LE_02","Landrace E",4,"A4",0.220633393921577
"LE_03","Landrace E",4,"A1",0.146254404657488
"LE_03","Landrace E",4,"A2",0.111584217287655
"LE_03","Landrace E",4,"A3",0.645156864670842
"LE_03","Landrace E",4,"A4",0.0970045133840152
"LE_04","Landrace E",4,"A1",0.0612241319278513
"LE_04","Landrace E",4,"A2",0.0470949711980729
"LE_04","Landrace E",4,"A3",0.823681999707409
"LE_04","Landrace E",4,"A4",0.0679988971666668
"LE_05","Landrace E",4,"A1",0.240074985271277
"LE_05","Landrace E",4,"A2",0.0108654747239395
"LE_05","Landrace E",4,"A3",0.530187005187569
"LE_05","Landrace E",4,"A4",0.218872534817215
"LE_06","Landrace E",4,"A1",0.113293179584709
"LE_06","Landrace E",4,"A2",0.171115580346817
"LE_06","Landrace E",4,"A3",0.546850160579021
"LE_06","Landrace E",4,"A4",0.168741079489453
"LE_07","Landrace E",4,"A1",0.108822128875245
"LE_07","Landrace E",4,"A2",0.0416704704424723
"LE_07","Landrace E",4,"A3",0.817875490647815
"LE_07","Landrace E",4,"A4",0.0316319100344672
"LE_08","Landrace E",4,"A1",0.0846602807663804
"LE_08","Landrace E",4,"A2",0.0671671764842748
"LE_08","Landrace E",4,"A3",0.615743999234804
"LE_08","Landrace E",4,"A4",0.232428543514541
"LE_09","Landrace E",4,"A1",0.133070502642871
"LE_09","Landrace E",4,"A2",0.140089489947371
"LE_09","Landrace E",4,"A3",0.675064521653799
"LE_09","Landrace E",4,"A4",0.0517754857559593
"LE_10","Landrace E",4,"A1",0.117113543275305
"LE_10","Landrace E",4,"A2",0.067088035561699
"LE_10","Landrace E",4,"A3",0.691044814342833
"LE_10","Landrace E",4,"A4",0.124753606820164
"LE_11","Landrace E",4,"A1",0.110274898630555
"LE_11","Landrace E",4,"A2",0.0118724624101819
"LE_11","Landrace E",4,"A3",0.849817082966326
"LE_11","Landrace E",4,"A4",0.0280355559929376
"LE_12","Landrace E",4,"A1",0.0603634056774211
"LE_12","Landrace E",4,"A2",0.0647117209175669
"LE_12","Landrace E",4,"A3",0.761796625208999
"LE_12","Landrace E",4,"A4",0.113128248196013
"LE_13","Landrace E",4,"A1",0.269616253824862
"LE_13","Landrace E",4,"A2",0.0125419915264871
"LE_13","Landrace E",4,"A3",0.56333094324996
"LE_13","Landrace E",4,"A4",0.154510811398692
"LE_14","Landrace E",4,"A1",0.0647259185526994
"LE_14","Landrace E",4,"A2",0.0311338222766352
"LE_14","Landrace E",4,"A3",0.7156485004032
"LE_14","Landrace E",4,"A4",0.188491758767465
"LE_15","Landrace E",4,"A1",0.0527740166321884
"LE_15","Landrace E",4,"A2",0.00199800565809229
"LE_15","Landrace E",4,"A3",0.754907114218304
"LE_15","Landrace E",4,"A4",0.190320863491416
"LE_16","Landrace E",4,"A1",0.0591689823795305
"LE_16","Landrace E",4,"A2",0.119066557543465
"LE_16","Landrace E",4,"A3",0.774333463598973
"LE_16","Landrace E",4,"A4",0.0474309964780312
"LE_17","Landrace E",4,"A1",0.0390910188774321
"LE_17","Landrace E",4,"A2",0.135707920927485
"LE_17","Landrace E",4,"A3",0.76062371242786
"LE_17","Landrace E",4,"A4",0.0645773477672231
"LE_18","Landrace E",4,"A1",0.014875723898101
"LE_18","Landrace E",4,"A2",0.195950647535665
"LE_18","Landrace E",4,"A3",0.69074479273226
"LE_18","Landrace E",4,"A4",0.0984288358339743
"LE_19","Landrace E",4,"A1",0.126651985917021
"LE_19","Landrace E",4,"A2",0.0385245387850865
"LE_19","Landrace E",4,"A3",0.688038553085432
"LE_19","Landrace E",4,"A4",0.146784922212461
"LE_20","Landrace E",4,"A1",0.0986805724492394
"LE_20","Landrace E",4,"A2",0.00804761545368735
"LE_20","Landrace E",4,"A3",0.727770575725101
"LE_20","Landrace E",4,"A4",0.165501236371973
"LW_01","Landrace W",4,"A1",0.123285935489765
"LW_01","Landrace W",4,"A2",0.0296791031153105
"LW_01","Landrace W",4,"A3",0.279388016936499
"LW_01","Landrace W",4,"A4",0.567646944458426
"LW_02","Landrace W",4,"A1",0.0380553505327298
"LW_02","Landrace W",4,"A2",0.104707714381295
"LW_02","Landrace W",4,"A3",0.497818540507518
"LW_02","Landrace W",4,"A4",0.359418394578457
"LW_03","Landrace W",4,"A1",0.0374023858601122
"LW_03","Landrace W",4,"A2",0.307020630368497
"LW_03","Landrace W",4,"A3",0.258757405063687
"LW_03","Landrace W",4,"A4",0.396819578707704
"LW_04","Landrace W",4,"A1",0.0603135293215774
"LW_04","Landrace W",4,"A2",0.174770175791204
"LW_04","Landrace W",4,"A3",0.265797752161053
"LW_04","Landrace W",4,"A4",0.499118542726165
"LW_05","Landrace W",4,"A1",0.15294490799971
"LW_05","Landrace W",4,"A2",0.245749376759313
"LW_05","Landrace W",4,"A3",0.119174912969058
"LW_05","Landrace W",4,"A4",0.482130802271919
"LW_06","Landrace W",4,"A1",0.0650235931940135
"LW_06","Landrace W",4,"A2",0.406274468635148
"LW_06","Landrace W",4,"A3",0.0954965063049647
"LW_06","Landrace W",4,"A4",0.433205431865874
"LW_07","Landrace W",4,"A1",0.0668484644801907
"LW_07","Landrace W",4,"A2",0.055126042092203
"LW_07","Landrace W",4,"A3",0.221320305093641
"LW_07","Landrace W",4,"A4",0.656705188333966
"LW_08","Landrace W",4,"A1",0.142427078889357
"LW_08","Landrace W",4,"A2",0.32369404401336
"LW_08","Landrace W",4,"A3",0.0603382207621524
"LW_08","Landrace W",4,"A4",0.473540656335131
"LW_09","Landrace W",4,"A1",0.084038147246331
"LW_09","Landrace W",4,"A2",0.112408759127717
"LW_09","Landrace W",4,"A3",0.0804531794910639
"LW_09","Landrace W",4,"A4",0.723099914134888
"LW_10","Landrace W",4,"A1",0.083936633789499
"LW_10","Landrace W",4,"A2",0.121178922119841
"LW_10","Landrace W",4,"A3",0.219200257989625
"LW_10","Landrace W",4,"A4",0.575684186101035
"LW_11","Landrace W",4,"A1",0.290287918946955
"LW_11","Landrace W",4,"A2",0.0974643963654276
"LW_11","Landrace W",4,"A3",0.345316391091231
"LW_11","Landrace W",4,"A4",0.266931293596387
"LW_12","Landrace W",4,"A1",0.0167361239485281
"LW_12","Landrace W",4,"A2",0.0805080296946631
"LW_12","Landrace W",4,"A3",0.111004782174895
"LW_12","Landrace W",4,"A4",0.791751064181914
"LW_13","Landrace W",4,"A1",0.0454248114648896
"LW_13","Landrace W",4,"A2",0.0627981085463721
"LW_13","Landrace W",4,"A3",0.132819371269861
"LW_13","Landrace W",4,"A4",0.758957708718877
"LW_14","Landrace W",4,"A1",0.170336248444364
"LW_14","Landrace W",4,"A2",0.260147714514346
"LW_14","Landrace W",4,"A3",0.201382387710263
"LW_14","Landrace W",4,"A4",0.368133649331028
"LW_15","Landrace W",4,"A1",0.229302213028683
"LW_15","Landrace W",4,"A2",0.220015311290092
"LW_15","Landrace W",4,"A3",0.0670699626235056
"LW_15","Landrace W",4,"A4",0.483612513057719
"LW_16","Landrace W",4,"A1",0.15196561581202
"LW_16","Landrace W",4,"A2",0.0100405077568248
"LW_16","Landrace W",4,"A3",0.209335853047275
"LW_16","Landrace W",4,"A4",0.62865802338388
"LW_17","Landrace W",4,"A1",0.215491948764917
"LW_17","Landrace W",4,"A2",0.095822025477365
"LW_17","Landrace W",4,"A3",0.200316905144118
"LW_17","Landrace W",4,"A4",0.4883691206136
"LW_18","Landrace W",4,"A1",0.175600245530831
"LW_18","Landrace W",4,"A2",0.157096936397672
"LW_18","Landrace W",4,"A3",0.19267808251209
"LW_18","Landrace W",4,"A4",0.474624735559407
"LW_19","Landrace W",4,"A1",0.347037336608618
"LW_19","Landrace W",4,"A2",0.158518590662781
"LW_19","Landrace W",4,"A3",0.110892658697895
"LW_19","Landrace W",4,"A4",0.383551414030707
"LW_20","Landrace W",4,"A1",0.0693289936108733
"LW_20","Landrace W",4,"A2",0.212181949931806
"LW_20","Landrace W",4,"A3",0.319867947865759
"LW_20","Landrace W",4,"A4",0.398621108591562
"CA_01","Cultivar A",4,"A1",0.00840939741091621
"CA_01","Cultivar A",4,"A2",0.0319794996516744
"CA_01","Cultivar A",4,"A3",0.153520017010438
"CA_01","Cultivar A",4,"A4",0.806091085926971
"CA_02","Cultivar A",4,"A1",0.0047408305927905
"CA_02","Cultivar A",4,"A2",0.0262329666054374
"CA_02","Cultivar A",4,"A3",0.03917083942664
"CA_02","Cultivar A",4,"A4",0.929855363375132
"CA_03","Cultivar A",4,"A1",0.0277482076197914
"CA_03","Cultivar A",4,"A2",0.00139129256172445
"CA_03","Cultivar A",4,"A3",0.05603059171915
"CA_03","Cultivar A",4,"A4",0.914829908099334
"CA_04","Cultivar A",4,"A1",0.0114234615477423
"CA_04","Cultivar A",4,"A2",0.0288355134918701
"CA_04","Cultivar A",4,"A3",0.0820168538327457
"CA_04","Cultivar A",4,"A4",0.877724171127642
"CA_05","Cultivar A",4,"A1",0.0330379666714559
"CA_05","Cultivar A",4,"A2",0.0103556131451919
"CA_05","Cultivar A",4,"A3",0.0790473147531263
"CA_05","Cultivar A",4,"A4",0.877559105430226
"CA_06","Cultivar A",4,"A1",0.00979061260881066
"CA_06","Cultivar A",4,"A2",0.0252479752755954
"CA_06","Cultivar A",4,"A3",0.109760294502458
"CA_06","Cultivar A",4,"A4",0.855201117613136
"CA_07","Cultivar A",4,"A1",0.0367357522850419
"CA_07","Cultivar A",4,"A2",0.0413708621813415
"CA_07","Cultivar A",4,"A3",0.0838134691220969
"CA_07","Cultivar A",4,"A4",0.83807991641152
"CA_08","Cultivar A",4,"A1",0.0345931110913813
"CA_08","Cultivar A",4,"A2",0.0069329799543952
"CA_08","Cultivar A",4,"A3",0.104065692069503
"CA_08","Cultivar A",4,"A4",0.85440821688472
"CA_09","Cultivar A",4,"A1",0.00804995086591241
"CA_09","Cultivar A",4,"A2",0.0899557763676365
"CA_09","Cultivar A",4,"A3",0.255579439446641
"CA_09","Cultivar A",4,"A4",0.64641483331981
"CA_10","Cultivar A",4,"A1",0.0268669461822562
"CA_10","Cultivar A",4,"A2",0.0120066660334324
"CA_10","Cultivar A",4,"A3",0.0538083955541326
"CA_10","Cultivar A",4,"A4",0.907317992230179
"CA_11","Cultivar A",4,"A1",0.0409522903218201
"CA_11","Cultivar A",4,"A2",0.0305744655570955
"CA_11","Cultivar A",4,"A3",0.076638656756514
"CA_11","Cultivar A",4,"A4",0.85183458736457
"CA_12","Cultivar A",4,"A1",0.0305352071346507
"CA_12","Cultivar A",4,"A2",0.0403336678891907
"CA_12","Cultivar A",4,"A3",0.1194271985271
"CA_12","Cultivar A",4,"A4",0.809703926449059
"CA_13","Cultivar A",4,"A1",0.0246251685568235
"CA_13","Cultivar A",4,"A2",0.00950458998413381
"CA_13","Cultivar A",4,"A3",0.0961989076490343
"CA_13","Cultivar A",4,"A4",0.869671333810008
"CA_14","Cultivar A",4,"A1",0.0162475910935229
"CA_14","Cultivar A",4,"A2",0.0160472565771374
"CA_14","Cultivar A",4,"A3",0.12191931502129
"CA_14","Cultivar A",4,"A4",0.845785837308049
"CA_15","Cultivar A",4,"A1",0.034348234498975
"CA_15","Cultivar A",4,"A2",0.0993265594685587
"CA_15","Cultivar A",4,"A3",0.042405727579432
"CA_15","Cultivar A",4,"A4",0.823919478453034
"CA_16","Cultivar A",4,"A1",0.0385337516058874
"CA_16","Cultivar A",4,"A2",0.0692098357093363
"CA_16","Cultivar A",4,"A3",0.121477222597795
"CA_16","Cultivar A",4,"A4",0.770779190086981
"CA_17","Cultivar A",4,"A1",0.0443739378606205
"CA_17","Cultivar A",4,"A2",0.0888139534194168
"CA_17","Cultivar A",4,"A3",0.09655598045669
"CA_17","Cultivar A",4,"A4",0.770256128263273
"CA_18","Cultivar A",4,"A1",0.0496184061317838
"CA_18","Cultivar A",4,"A2",0.0414665680305146
"CA_18","Cultivar A",4,"A3",0.0833575291481574
"CA_18","Cultivar A",4,"A4",0.825557496689544
"CA_19","Cultivar A",4,"A1",0.0236167703363446
"CA_19","Cultivar A",4,"A2",0.0520693132300413
"CA_19","Cultivar A",4,"A3",0.0722491264290623
"CA_19","Cultivar A",4,"A4",0.852064790004552
"CA_20","Cultivar A",4,"A1",0.00997097860605783
"CA_20","Cultivar A",4,"A2",0.0642491219002775
"CA_20","Cultivar A",4,"A3",0.0298137780647492
"CA_20","Cultivar A",4,"A4",0.895966121428915
"CB_01","Cultivar B",4,"A1",0.0308944424420378
"CB_01","Cultivar B",4,"A2",0.0321780660042371
"CB_01","Cultivar B",4,"A3",0.11025596101178
"CB_01","Cultivar B",4,"A4",0.826671530541946
"CB_02","Cultivar B",4,"A1",0.0374360971038258
"CB_02","Cultivar B",4,"A2",0.051985657046591
"CB_02","Cultivar B",4,"A3",0.101198440854901
"CB_02","Cultivar B",4,"A4",0.809379804994682
"CB_03","Cultivar B",4,"A1",0.0455335836195773
"CB_03","Cultivar B",4,"A2",0.067818461492062
"CB_03","Cultivar B",4,"A3",0.0858516217175454
"CB_03","Cultivar B",4,"A4",0.800796333170815
"CB_04","Cultivar B",4,"A1",0.0162152541367741
"CB_04","Cultivar B",4,"A2",0.0486295980737529
"CB_04","Cultivar B",4,"A3",0.0979372289247181
"CB_04","Cultivar B",4,"A4",0.837217918864755
"CB_05","Cultivar B",4,"A1",0.065372547574059
"CB_05","Cultivar B",4,"A2",0.0504886297028536
"CB_05","Cultivar B",4,"A3",0.0415684162549864
"CB_05","Cultivar B",4,"A4",0.842570406468101
"CB_06","Cultivar B",4,"A1",0.075946733124996
"CB_06","Cultivar B",4,"A2",0.169288812689946
"CB_06","Cultivar B",4,"A3",0.0465131471472026
"CB_06","Cultivar B",4,"A4",0.708251307037856
"CB_07","Cultivar B",4,"A1",0.000503311496422917
"CB_07","Cultivar B",4,"A2",0.0733250309630688
"CB_07","Cultivar B",4,"A3",0.157464132685305
"CB_07","Cultivar B",4,"A4",0.768707524855203
"CB_08","Cultivar B",4,"A1",0.0383830554947954
"CB_08","Cultivar B",4,"A2",0.0577824811178948
"CB_08","Cultivar B",4,"A3",0.171010738640153
"CB_08","Cultivar B",4,"A4",0.732823724747157
"CB_09","Cultivar B",4,"A1",0.0859122950805537
"CB_09","Cultivar B",4,"A2",0.0528416229384684
"CB_09","Cultivar B",4,"A3",0.0669140035431686
"CB_09","Cultivar B",4,"A4",0.794332078437809
"CB_10","Cultivar B",4,"A1",0.106656510014446
"CB_10","Cultivar B",4,"A2",0.0650136086188597
"CB_10","Cultivar B",4,"A3",0.0329753303773963
"CB_10","Cultivar B",4,"A4",0.795354550989298
"CB_11","Cultivar B",4,"A1",0.0161258008437769
"CB_11","Cultivar B",4,"A2",0.0103831882357365
"CB_11","Cultivar B",4,"A3",0.22165629046221
"CB_11","Cultivar B",4,"A4",0.751834720458276
"CB_12","Cultivar B",4,"A1",0.036577765700112
"CB_12","Cultivar B",4,"A2",0.106083885077589
"CB_12","Cultivar B",4,"A3",0.129056611899281
"CB_12","Cultivar B",4,"A4",0.728281737323018
"CB_13","Cultivar B",4,"A1",0.0140086372655638
"CB_13","Cultivar B",4,"A2",0.0589723168432628
"CB_13","Cultivar B",4,"A3",0.109666864259216
"CB_13","Cultivar B",4,"A4",0.817352181631958
"CB_14","Cultivar B",4,"A1",0.0238401803884155
"CB_14","Cultivar B",4,"A2",0.0635430756509108
"CB_14","Cultivar B",4,"A3",0.211940820535277
"CB_14","Cultivar B",4,"A4",0.700675923425396
"CB_15","Cultivar B",4,"A1",0.0521049695027026
"CB_15","Cultivar B",4,"A2",0.0401629337828938
"CB_15","Cultivar B",4,"A3",0.206750590290283
"CB_15","Cultivar B",4,"A4",0.70098150642412
"CB_16","Cultivar B",4,"A1",0.0365900416860351
