"track","pos","value"
"RNA",10158000,4.52
"RNA",10162000,25.16
"RNA",10166000,1.28
"RNA",10170000,0.92
"RNA",10174000,0.58
"RNA",10178000,6.08
"RNA",10182000,3.71
"RNA",10186000,0.69
"RNA",10190000,0.1
"RNA",10194000,4.99
"RNA",10198000,1.3
"RNA",10202000,7.57
"RNA",10206000,7.46
"RNA",10210000,12.96
"RNA",10214000,11.01
"RNA",10218000,3.22
"RNA",10222000,0.69
"RNA",10226000,2.75
"RNA",10230000,4.82
"RNA",10234000,15.2
"RNA",10238000,2.92
"RNA",10242000,11.2
"RNA",10246000,11.28
"RNA",10250000,1.31
"RNA",10254000,4.74
"RNA",10258000,6.28
"RNA",10262000,2.03
"RNA",10266000,3.06
"RNA",10270000,0.94
"RNA",10274000,5.15
"RNA",10278000,8.78
"RNA",10282000,6.09
"RNA",10286000,1.91
"RNA",10290000,14.18
"RNA",10294000,10.19
"RNA",10298000,2.34
"RNA",10302000,12.68
"RNA",10306000,3.39
"RNA",10310000,1.61
"RNA",10314000,16.5
"RNA",10318000,3.59
"RNA",10322000,0.28
"RNA",10326000,0.64
"RNA",10330000,7.08
"RNA",10334000,3
"RNA",10338000,4.15
"RNA",10342000,1.57
"RNA",10346000,3.42
"RNA",10350000,9.43
"RNA",10354000,0.03
"RNA",10358000,1.26
"RNA",10362000,29.8
"RNA",10366000,8.14
"RNA",10370000,5.43
"RNA",10374000,6.5
"RNA",10378000,8.53
"RNA",10382000,1.78
"RNA",10386000,4.58
"RNA",10390000,17.16
"RNA",10394000,7.34
"RNA",10398000,7.59
"RNA",10402000,6.11
"RNA",10406000,2.13
"RNA",10410000,12.92
"RNA",10414000,1.91
"RNA",10418000,5.33
"RNA",10422000,1.76
"RNA",10426000,20.65
"RNA",10430000,19.52
"RNA",10434000,6.34
"RNA",10438000,12.33
"RNA",10442000,21.41
"RNA",10446000,21.61
"RNA",10450000,47.18
"RNA",10454000,68.43
"RNA",10458000,89.43
"RNA",10462000,92.57
"RNA",10466000,71.27
"RNA",10470000,41.78
"RNA",10474000,31.08
"RNA",10478000,8.02
"RNA",10482000,7.1
"RNA",10486000,25.81
"RNA",10490000,65.85
"RNA",10494000,83.11
"RNA",10498000,109.27
"RNA",10502000,121.65
"RNA",10506000,79.17
"RNA",10510000,41.41
"RNA",10514000,23.54
"RNA",10518000,11.21
"RNA",10522000,4.2
"RNA",10526000,13.44
"RNA",10530000,29.98
"RNA",10534000,42.32
"RNA",10538000,66.94
"RNA",10542000,77.59
"RNA",10546000,79.83
"RNA",10550000,72.31
"RNA",10554000,48.86
"RNA",10558000,28.3
"RNA",10562000,15.67
"RNA",10566000,22.88
"RNA",10570000,9.96
"RNA",10574000,7.1
"RNA",10578000,2.82
"RNA",10582000,5.01
"RNA",10586000,4.14
"RNA",10590000,0.39
"RNA",10594000,6.79
"RNA",10598000,7.41
"RNA",10602000,1.29
"RNA",10606000,7.85
"RNA",10610000,1.68
"RNA",10614000,6.06
"RNA",10618000,2.22
"RNA",10622000,1.92
"RNA",10626000,7.45
"RNA",10630000,1.65
"RNA",10634000,0.88
"RNA",10638000,1.42
"RNA",10642000,0.22
"RNA",10646000,2.54
"RNA",10650000,19.4
"RNA",10654000,15.62
"RNA",10658000,0.07
"RNA",10662000,1.67
"RNA",10666000,5
"RNA",10670000,13.36
"RNA",10674000,8.77
"RNA",10678000,6.94
"RNA",10682000,2.1
"RNA",10686000,1.89
"RNA",10690000,1.94
"RNA",10694000,29.91
"RNA",10698000,2.79
"RNA",10702000,0.74
"RNA",10706000,12.17
"RNA",10710000,16.13
"RNA",10714000,0.76
"RNA",10718000,6.51
"RNA",10722000,7.05
"RNA",10726000,3.11
"RNA",10730000,6.16
"RNA",10734000,1.58
"RNA",10738000,0.83
"RNA",10742000,1.94
"RNA",10746000,1.66
"RNA",10750000,0.08
"RNA",10754000,6.77
"RNA",10758000,0.63
"RNA",10762000,4.58
"RNA",10766000,9.37
"RNA",10770000,13.77
"RNA",10774000,2.78
"RNA",10778000,7.47
"RNA",10782000,7.05
"RNA",10786000,4.03
"RNA",10790000,3.58
"RNA",10794000,4.47
"RNA",10798000,1.31
"RNA",10802000,15.86
"RNA",10806000,5.75
"RNA",10810000,13.64
"RNA",10814000,8.88
"RNA",10818000,17.3
"RNA",10822000,2.61
"RNA",10826000,1
"RNA",10830000,1.92
"RNA",10834000,3.4
"RNA",10838000,0.06
"RNA",10842000,10.6
"RNA",10846000,9.65
"RNA",10850000,6.51
"RNA",10854000,10.7
"RNA",10858000,37.32
"RNA",10862000,4.86
"RNA",10866000,7.99
"RNA",10870000,6.96
"RNA",10874000,11.43
"RNA",10878000,1.73
"RNA",10882000,1.55
"RNA",10886000,3.49
"RNA",10890000,5.16
"RNA",10894000,2.39
"RNA",10898000,7.62
"RNA",10902000,5.94
"RNA",10906000,0.93
"RNA",10910000,15.88
"RNA",10914000,2.96
"RNA",10918000,1.12
"RNA",10922000,15.96
"RNA",10926000,0.35
"RNA",10930000,18.36
"RNA",10934000,11.71
"RNA",10938000,0.48
"RNA",10942000,4.56
"RNA",10946000,0.25
"RNA",10950000,1.88
"RNA",10954000,3.94
"RNA",10958000,0.6
"RNA",10962000,0.52
"RNA",10966000,1.78
"RNA",10970000,0.83
"RNA",10974000,0.09
"RNA",10978000,6.37
"RNA",10982000,2.34
"RNA",10986000,10.63
"RNA",10990000,14.36
"RNA",10994000,9.17
"RNA",10998000,3.25
"RNA",11002000,6.36
"RNA",11006000,11.21
"RNA",11010000,6.04
"RNA",11014000,2.89
"RNA",11018000,25.66
"RNA",11022000,11.05
"RNA",11026000,2.01
"RNA",11030000,0.87
"RNA",11034000,15.22
"RNA",11038000,2.64
"RNA",11042000,1.98
"RNA",11046000,9.72
"RNA",11050000,16.04
"RNA",11054000,3.45
"RNA",11058000,22.7
"RNA",11062000,8.91
"RNA",11066000,1.2
"RNA",11070000,1.38
"RNA",11074000,13.38
"RNA",11078000,33.9
"RNA",11082000,3.01
"RNA",11086000,9.16
"RNA",11090000,5.56
"RNA",11094000,12.47
"RNA",11098000,9.49
"RNA",11102000,7.63
"RNA",11106000,6.93
"RNA",11110000,14.66
"RNA",11114000,0.6
"RNA",11118000,13.84
"RNA",11122000,7.08
"RNA",11126000,8.75
"RNA",11130000,0.38
"RNA",11134000,8.83
"RNA",11138000,15.17
"RNA",11142000,6.62
"RNA",11146000,5.63
"RNA",11150000,5.5
"RNA",11154000,3.67
"RNA",11158000,7.32
"RNA",11162000,4.51
"RNA",11166000,9.9
"RNA",11170000,9.63
"RNA",11174000,1.02
"RNA",11178000,9.98
"RNA",11182000,3.55
"RNA",11186000,28.8
"RNA",11190000,2.61
"RNA",11194000,11.24
"RNA",11198000,20.24
"RNA",11202000,0.66
"RNA",11206000,7.4
"RNA",11210000,3.26
"RNA",11214000,7.62
"RNA",11218000,5.98
"RNA",11222000,3.09
"RNA",11226000,0.91
"RNA",11230000,10.51
"RNA",11234000,2.97
"RNA",11238000,4.99
"RNA",11242000,3.73
"RNA",11246000,20.85
"RNA",11250000,3.6
"RNA",11254000,2.81
"RNA",11258000,4.31
"RNA",11262000,0.18
"RNA",11266000,2.83
"RNA",11270000,12.77
"RNA",11274000,8.52
"RNA",11278000,2.57
"RNA",11282000,12.5
"RNA",11286000,19.62
"RNA",11290000,0.9
"RNA",11294000,1.15
"RNA",11298000,2.56
"RNA",11302000,7.99
"RNA",11306000,8.41
"RNA",11310000,2.64
"RNA",11314000,5.47
"RNA",11318000,3.71
"RNA",11322000,14.63
"RNA",11326000,4.82
"RNA",11330000,7.25
"RNA",11334000,0.31
"RNA",11338000,1.42
"RNA",11342000,3.04
"RNA",11346000,5.02
"RNA",11350000,6.67
"RNA",11354000,1.79
"RNA",11358000,4.18
"RNA",11362000,0.39
"RNA",11366000,0.24
"RNA",11370000,7.95
"RNA",11374000,2.83
"RNA",11378000,13.28
"RNA",11382000,1.01
"RNA",11386000,6.13
"RNA",11390000,2.22
"RNA",11394000,8
"RNA",11398000,6.68
"RNA",11402000,0.5
"RNA",11406000,3.08
"RNA",11410000,13.8
"RNA",11414000,3.44
"RNA",11418000,4.9
"RNA",11422000,0.28
"RNA",11426000,8.62
"RNA",11430000,0.79
"RNA",11434000,2.44
"RNA",11438000,4.68
"RNA",11442000,3.56
"RNA",11446000,1.02
"RNA",11450000,5.55
"RNA",11454000,3.22
"RNA",11458000,8.45
"RNA",11462000,2.93
"RNA",11466000,3.67
"RNA",11470000,1.95
"RNA",11474000,0.5
"RNA",11478000,1.7
"RNA",11482000,0.34
"RNA",11486000,4.22
"RNA",11490000,10.78
"RNA",11494000,23.46
"RNA",11498000,4.09
"RNA",11502000,28.33
"RNA",11506000,12.18
"RNA",11510000,0.31
"RNA",11514000,3.82
"RNA",11518000,15.49
"RNA",11522000,0.81
"RNA",11526000,2.73
"RNA",11530000,2.07
"RNA",11534000,0.87
"RNA",11538000,4.49
"RNA",11542000,2.42
"RNA",11546000,0.01
"RNA",11550000,5.68
"RNA",11554000,4.69
"RNA",11558000,7.51
"RNA",11562000,10.09
"RNA",11566000,9.74
"RNA",11570000,3
"RNA",11574000,26.51
"RNA",11578000,2.6
"RNA",11582000,11.97
"RNA",11586000,12.92
"RNA",11590000,2.01
"RNA",11594000,5.99
"RNA",11598000,3.38
"RNA",11602000,6.69
"RNA",11606000,8.9
"RNA",11610000,5.84
"RNA",11614000,1.25
"RNA",11618000,9.91
"RNA",11622000,2.83
"RNA",11626000,6.33
"RNA",11630000,7.15
"RNA",11634000,10.82
"RNA",11638000,9.94
"RNA",11642000,23.44
"RNA",11646000,42.03
"RNA",11650000,62
"RNA",11654000,85.57
"RNA",11658000,106.56
"RNA",11662000,104.11
"RNA",11666000,84.88
"RNA",11670000,65.89
"RNA",11674000,37.85
"RNA",11678000,30.46
"RNA",11682000,10.54
"RNA",11686000,9.82
"RNA",11690000,7.05
"RNA",11694000,14.48
"RNA",11698000,23.65
"RNA",11702000,44.16
"RNA",11706000,62.37
"RNA",11710000,73.73
"RNA",11714000,69.62
"RNA",11718000,45.28
"RNA",11722000,28.87
"RNA",11726000,12.53
"RNA",11730000,7.39
"RNA",11734000,4.35
"RNA",11738000,1.72
"RNA",11742000,9.98
"RNA",11746000,4.43
"RNA",11750000,6.15
"RNA",11754000,2.96
"RNA",11758000,9.22
"RNA",11762000,3.44
"RNA",11766000,3.21
"RNA",11770000,10.31
"RNA",11774000,2.53
"RNA",11778000,4.34
"RNA",11782000,1.38
"RNA",11786000,1.02
"RNA",11790000,1.39
"RNA",11794000,12.27
"RNA",11798000,7.8
"RNA",11802000,3.2
"RNA",11806000,5.33
"RNA",11810000,9.91
"RNA",11814000,1.81
"RNA",11818000,0.32
"RNA",11822000,8.78
"RNA",11826000,9.51
"RNA",11830000,8.57
"RNA",11834000,13.79
"RNA",11838000,1.83
"RNA",11842000,0.18
"RNA",11846000,7.49
"RNA",11850000,0.3
"RNA",11854000,8.3
"RNA",11858000,2.28
"RNA",11862000,14.89
"RNA",11866000,20.99
"RNA",11870000,2.24
"RNA",11874000,21.1
"RNA",11878000,0.53
"RNA",11882000,4.09
"RNA",11886000,5.45
"RNA",11890000,6.64
"RNA",11894000,2.08
"RNA",11898000,3.31
"RNA",11902000,4.85
"RNA",11906000,0.1
"RNA",11910000,1.5
"RNA",11914000,1.32
"RNA",11918000,20.83
"RNA",11922000,8
"RNA",11926000,2.54
"RNA",11930000,4.86
"RNA",11934000,5.27
"RNA",11938000,10.16
"RNA",11942000,8.02
"RNA",11946000,0.3
"RNA",11950000,14.85
"RNA",11954000,11.46
"RNA",11958000,20.25
"RNA",11962000,1.14
"RNA",11966000,15.54
"RNA",11970000,6.12
"RNA",11974000,1.67
"RNA",11978000,2.68
"RNA",11982000,0.25
"RNA",11986000,4.81
"RNA",11990000,11.09
"RNA",11994000,9.59
"RNA",11998000,26.89
"CNV",10002000,2
"CNV",10006000,2
"CNV",10010000,2
"CNV",10014000,2
"CNV",10018000,2
"CNV",10022000,2
"CNV",10026000,2
"CNV",10030000,2
"CNV",10034000,2
"CNV",10038000,2
"CNV",10042000,2
"CNV",10046000,2
"CNV",10050000,2
"CNV",10054000,2
"CNV",10058000,2
"CNV",10062000,2
"CNV",10066000,2
"CNV",10070000,2
"CNV",10074000,2
"CNV",10078000,2
"CNV",10082000,2
"CNV",10086000,2
"CNV",10090000,2
"CNV",10094000,2
"CNV",10098000,2
"CNV",10102000,2
"CNV",10106000,2
"CNV",10110000,2
"CNV",10114000,2
"CNV",10118000,2
"CNV",10122000,2
"CNV",10126000,2
"CNV",10130000,2
"CNV",10134000,2
"CNV",10138000,2
"CNV",10142000,2
"CNV",10146000,2
"CNV",10150000,2
"CNV",10154000,2
"CNV",10158000,2
"CNV",10162000,2
"CNV",10166000,2
"CNV",10170000,2
"CNV",10174000,2
"CNV",10178000,2
"CNV",10182000,2
"CNV",10186000,2
"CNV",10190000,2
"CNV",10194000,2
"CNV",10198000,2
"CNV",10202000,2
"CNV",10206000,2
"CNV",10210000,2
"CNV",10214000,2
"CNV",10218000,2
"CNV",10222000,2
"CNV",10226000,2
"CNV",10230000,2
"CNV",10234000,2
"CNV",10238000,2
"CNV",10242000,2
"CNV",10246000,2
"CNV",10250000,2
"CNV",10254000,2
"CNV",10258000,2
"CNV",10262000,2
"CNV",10266000,2
"CNV",10270000,2
"CNV",10274000,2
"CNV",10278000,2
"CNV",10282000,2
"CNV",10286000,2
"CNV",10290000,2
"CNV",10294000,2
"CNV",10298000,2
"CNV",10302000,2
"CNV",10306000,2
"CNV",10310000,2
"CNV",10314000,2
"CNV",10318000,2
"CNV",10322000,2
"CNV",10326000,2
"CNV",10330000,2
"CNV",10334000,2
"CNV",10338000,2
"CNV",10342000,2
"CNV",10346000,2
"CNV",10350000,2
"CNV",10354000,2
"CNV",10358000,2
"CNV",10362000,2
"CNV",10366000,2
"CNV",10370000,2
"CNV",10374000,2
"CNV",10378000,2
"CNV",10382000,2
"CNV",10386000,2
"CNV",10390000,2
"CNV",10394000,2
"CNV",10398000,2
"CNV",10402000,2
"CNV",10406000,2
"CNV",10410000,2
"CNV",10414000,2
"CNV",10418000,2
"CNV",10422000,2
"CNV",10426000,2
"CNV",10430000,2
"CNV",10434000,2
"CNV",10438000,2
"CNV",10442000,2
"CNV",10446000,2
"CNV",10450000,2
"CNV",10454000,2
"CNV",10458000,2
"CNV",10462000,2
"CNV",10466000,2
"CNV",10470000,2
"CNV",10474000,2
"CNV",10478000,2
"CNV",10482000,2
"CNV",10486000,2
"CNV",10490000,2
"CNV",10494000,2
"CNV",10498000,2
"CNV",10502000,2
"CNV",10506000,2
"CNV",10510000,2
"CNV",10514000,2
"CNV",10518000,2
"CNV",10522000,2
"CNV",10526000,2
"CNV",10530000,2
"CNV",10534000,2
"CNV",10538000,2
"CNV",10542000,2
"CNV",10546000,2
"CNV",10550000,2
"CNV",10554000,2
"CNV",10558000,2
"CNV",10562000,2
"CNV",10566000,2
"CNV",10570000,2
"CNV",10574000,2
"CNV",10578000,2
"CNV",10582000,2
"CNV",10586000,2
"CNV",10590000,2
"CNV",10594000,2
"CNV",10598000,2
"CNV",10602000,2
"CNV",10606000,2
"CNV",10610000,2
"CNV",10614000,2
"CNV",10618000,2
"CNV",10622000,2
"CNV",10626000,2
"CNV",10630000,2
"CNV",10634000,2
"CNV",10638000,2
"CNV",10642000,2
"CNV",10646000,2
"CNV",10650000,2
"CNV",10654000,2
"CNV",10658000,2
"CNV",10662000,2
"CNV",10666000,2
"CNV",10670000,2
"CNV",10674000,2
"CNV",10678000,2
"CNV",10682000,2
"CNV",10686000,2
"CNV",10690000,2
"CNV",10694000,2
"CNV",10698000,2
"CNV",10702000,1
"CNV",10706000,1
"CNV",10710000,1
"CNV",10714000,1
"CNV",10718000,1
"CNV",10722000,1
"CNV",10726000,1
"CNV",10730000,1
"CNV",10734000,1
"CNV",10738000,1
"CNV",10742000,1
"CNV",10746000,1
"CNV",10750000,1
"CNV",10754000,1
"CNV",10758000,1
"CNV",10762000,1
"CNV",10766000,1
"CNV",10770000,1
"CNV",10774000,1
"CNV",10778000,1
"CNV",10782000,1
"CNV",10786000,1
"CNV",10790000,1
"CNV",10794000,1
"CNV",10798000,1
"CNV",10802000,1
"CNV",10806000,1
"CNV",10810000,1
"CNV",10814000,1
"CNV",10818000,1
"CNV",10822000,1
"CNV",10826000,1
"CNV",10830000,1
"CNV",10834000,1
"CNV",10838000,1
"CNV",10842000,1
"CNV",10846000,1
"CNV",10850000,1
"CNV",10854000,1
"CNV",10858000,1
"CNV",10862000,1
"CNV",10866000,1
"CNV",10870000,1
"CNV",10874000,1
"CNV",10878000,1
"CNV",10882000,1
"CNV",10886000,1
"CNV",10890000,1
"CNV",10894000,1
"CNV",10898000,1
"CNV",10902000,1
"CNV",10906000,1
"CNV",10910000,1
"CNV",10914000,1
"CNV",10918000,1
"CNV",10922000,1
"CNV",10926000,1
"CNV",10930000,1
"CNV",10934000,1
"CNV",10938000,1
"CNV",10942000,1
"CNV",10946000,1
"CNV",10950000,1
"CNV",10954000,1
"CNV",10958000,1
"CNV",10962000,1
"CNV",10966000,1
"CNV",10970000,1
"CNV",10974000,1
"CNV",10978000,1
"CNV",10982000,1
"CNV",10986000,1
"CNV",10990000,1
"CNV",10994000,1
"CNV",10998000,1
"CNV",11002000,2
"CNV",11006000,2
"CNV",11010000,2
"CNV",11014000,2
"CNV",11018000,2
"CNV",11022000,2
"CNV",11026000,2
"CNV",11030000,2
"CNV",11034000,2
"CNV",11038000,2
"CNV",11042000,2
"CNV",11046000,2
"CNV",11050000,2
"CNV",11054000,2
"CNV",11058000,2
"CNV",11062000,2
"CNV",11066000,2
"CNV",11070000,2
"CNV",11074000,2
"CNV",11078000,2
"CNV",11082000,2
"CNV",11086000,2
"CNV",11090000,2
"CNV",11094000,2
"CNV",11098000,2
"CNV",11102000,2
"CNV",11106000,2
"CNV",11110000,2
"CNV",11114000,2
"CNV",11118000,2
"CNV",11122000,2
"CNV",11126000,2
"CNV",11130000,2
"CNV",11134000,2
"CNV",11138000,2
"CNV",11142000,2
"CNV",11146000,2
"CNV",11150000,2
"CNV",11154000,2
"CNV",11158000,2
"CNV",11162000,2
"CNV",11166000,2
"CNV",11170000,2
"CNV",11174000,2
"CNV",11178000,2
"CNV",11182000,2
"CNV",11186000,2
"CNV",11190000,2
"CNV",11194000,2
"CNV",11198000,2
"CNV",11202000,2
"CNV",11206000,2
"CNV",11210000,2
"CNV",11214000,3
"CNV",11218000,3
"CNV",11222000,3
"CNV",11226000,3
"CNV",11230000,3
"CNV",11234000,3
"CNV",11238000,3
"CNV",11242000,3
"CNV",11246000,3
"CNV",11250000,3
"CNV",11254000,3
"CNV",11258000,3
"CNV",11262000,3
"CNV",11266000,3
"CNV",11270000,3
"CNV",11274000,3
"CNV",11278000,3
"CNV",11282000,3
"CNV",11286000,3
"CNV",11290000,3
"CNV",11294000,3
"CNV",11298000,3
"CNV",11302000,3
"CNV",11306000,3
"CNV",11310000,3
"CNV",11314000,3
"CNV",11318000,3
"CNV",11322000,3
"CNV",11326000,3
"CNV",11330000,3
"CNV",11334000,3
"CNV",11338000,3
"CNV",11342000,3
"CNV",11346000,3
"CNV",11350000,3
"CNV",11354000,3
"CNV",11358000,3
"CNV",11362000,3
"CNV",11366000,3
"CNV",11370000,3
"CNV",11374000,3
"CNV",11378000,3
"CNV",11382000,3
"CNV",11386000,3
"CNV",11390000,3
"CNV",11394000,3
"CNV",11398000,3
"CNV",11402000,3
"CNV",11406000,3
"CNV",11410000,3
"CNV",11414000,3
"CNV",11418000,3
"CNV",11422000,3
"CNV",11426000,3
"CNV",11430000,3
"CNV",11434000,3
"CNV",11438000,3
"CNV",11442000,3
"CNV",11446000,3
"CNV",11450000,3
"CNV",11454000,3
"CNV",11458000,3
"CNV",11462000,3
"CNV",11466000,3
"CNV",11470000,3
"CNV",11474000,3
"CNV",11478000,3
"CNV",11482000,3
"CNV",11486000,3
"CNV",11490000,2
"CNV",11494000,2
"CNV",11498000,2
"CNV",11502000,2
"CNV",11506000,2
"CNV",11510000,2
"CNV",11514000,2
"CNV",11518000,2
"CNV",11522000,2
"CNV",11526000,2
"CNV",11530000,2
"CNV",11534000,2
"CNV",11538000,2
"CNV",11542000,2
"CNV",11546000,2
"CNV",11550000,2
"CNV",11554000,2
"CNV",11558000,2
"CNV",11562000,2
"CNV",11566000,2
"CNV",11570000,2
"CNV",11574000,2
"CNV",11578000,2
"CNV",11582000,2
"CNV",11586000,2
"CNV",11590000,2
"CNV",11594000,2
"CNV",11598000,2
"CNV",11602000,2
"CNV",11606000,2
"CNV",11610000,2
"CNV",11614000,2
"CNV",11618000,2
"CNV",11622000,2
"CNV",11626000,2
"CNV",11630000,2
"CNV",11634000,2
"CNV",11638000,2
"CNV",11642000,2
"CNV",11646000,2
"CNV",11650000,2
"CNV",11654000,2
"CNV",11658000,2
"CNV",11662000,2
"CNV",11666000,2
"CNV",11670000,2
"CNV",11674000,2
"CNV",11678000,2
"CNV",11682000,2
"CNV",11686000,2
"CNV",11690000,2
"CNV",11694000,2
"CNV",11698000,2
"CNV",11702000,2
"CNV",11706000,2
"CNV",11710000,2
"CNV",11714000,2
"CNV",11718000,2
"CNV",11722000,2
"CNV",11726000,2
"CNV",11730000,2
"CNV",11734000,2
"CNV",11738000,2
"CNV",11742000,2
"CNV",11746000,2
"CNV",11750000,2
"CNV",11754000,2
"CNV",11758000,2
"CNV",11762000,2
"CNV",11766000,2
"CNV",11770000,2
"CNV",11774000,2
"CNV",11778000,2
"CNV",11782000,2
"CNV",11786000,2
"CNV",11790000,2
"CNV",11794000,2
"CNV",11798000,2
"CNV",11802000,2
"CNV",11806000,2
"CNV",11810000,2
"CNV",11814000,2
"CNV",11818000,2
"CNV",11822000,2
"CNV",11826000,2
"CNV",11830000,2
"CNV",11834000,2
"CNV",11838000,2
"CNV",11842000,2
"CNV",11846000,2
"CNV",11850000,2
"CNV",11854000,2
"CNV",11858000,2
"CNV",11862000,2
"CNV",11866000,2
"CNV",11870000,2
"CNV",11874000,2
"CNV",11878000,2
"CNV",11882000,2
"CNV",11886000,2
"CNV",11890000,2
"CNV",11894000,2
"CNV",11898000,2
"CNV",11902000,2
"CNV",11906000,2
"CNV",11910000,2
"CNV",11914000,2
"CNV",11918000,2
"CNV",11922000,2
"CNV",11926000,2
"CNV",11930000,2
"CNV",11934000,2
"CNV",11938000,2
"CNV",11942000,2
"CNV",11946000,2
"CNV",11950000,2
"CNV",11954000,2
"CNV",11958000,2
"CNV",11962000,2
"CNV",11966000,2
"CNV",11970000,2
"CNV",11974000,2
"CNV",11978000,2
"CNV",11982000,2
"CNV",11986000,2
"CNV",11990000,2
"CNV",11994000,2
"CNV",11998000,2
